0.5151,0.1415,0.2525,0,0,0,1.35,0.73,2.0262
0.5151,0.1415,0.2525,0,0,0.091,1.35,0.73,2.0262
0.5151,0.1415,0.2525,0,0,0.091,1.35,0.73,2.0262
0.5151,0.1415,0.2525,0,0,0.091,1.35,0.73,2.0262
0.5151,0.1415,0.2525,0,0,0.091,1.35,0.73,2.0262
0.5151,0.1415,0.2525,0,0,0.091,1.35,0.73,2.0262
0.5151,0.1415,0.2525,0,0,0.091,1.35,0.73,2.0262
0.5151,0.1415,0.2525,0,0,0.091,1.35,0.73,2.0262
0.5151,0.1415,0.2525,0,0,0.091,1.35,0.73,2.0262
0.5151,0.1415,0.2525,0,0,0.091,1.35,0.73,2.0262
0.234,0.069,0.0794,0.5331,0,0.0845,1.65,0.598,1.6365
0.234,0.069,0.0794,0.5331,0,0.0845,1.65,0.598,1.6365
0.234,0.069,0.0794,0.5331,0,0.0845,1.65,0.598,1.6365
0.234,0.069,0.0794,0.5331,0,0.0845,1.65,0.598,1.6365
0.234,0.069,0.0794,0.5331,0,0.0845,1.65,0.598,1.6365
0.234,0.069,0.0794,0.5331,0,0.0845,1.65,0.598,1.6365
0.234,0.069,0.0794,0.5331,0,0.0845,1.65,0.598,1.6365
0.234,0.069,0.0794,0.5331,0,0.0845,1.65,0.598,1.6365
0.234,0.069,0.0794,0.5331,0,0.0845,1.65,0.598,1.6365
0.234,0.069,0.0794,0.5331,0,0.0845,1.65,0.598,1.6365
0.2471,0,0.037,0.6911,0,0.0247,0.92,0.319,1.3433
0.2471,0,0.037,0.6911,0,0.0247,0.92,0.319,1.3433
0.2471,0,0.037,0.6911,0,0.0247,0.92,0.319,1.3433
0.2471,0,0.037,0.6911,0,0.0247,0.92,0.319,1.3433
0.2471,0,0.037,0.6911,0,0.0247,0.92,0.319,1.3433
0.2471,0,0.037,0.6911,0,0.0247,0.92,0.319,1.3433
0.2471,0,0.037,0.6911,0,0.0247,0.92,0.319,1.3433
0.2471,0,0.037,0.6911,0,0.0247,0.92,0.319,1.3433
0.2471,0,0.037,0.6911,0,0.0247,0.92,0.319,1.3433
0.2471,0,0.037,0.6911,0,0.0247,0.92,0.319,1.3433
0.6402,0.1792,0.1806,0,0,0,1.37,0.677,1.4438
0.6402,0.1792,0.1806,0,0,0,1.37,0.677,1.4438
0.6402,0.1792,0.1806,0,0,0,1.37,0.677,1.4438
0.6402,0.1792,0.1806,0,0,0,1.37,0.677,1.4438
0.6402,0.1792,0.1806,0,0,0,1.37,0.677,1.4438
0.6402,0.1792,0.1806,0,0,0,1.37,0.677,1.4438
0.6402,0.1792,0.1806,0,0,0,1.37,0.677,1.4438
