1.35,0.73,2.026
1.65,0.595,1.64
0.92,0.319,1.343
1.82,0.53,0.513
1.68,0.897,1.297
1.89,0.568,0.878
1.12,0.345,0.752
1.39,0.612,1.21
1.71,0.556,0.686
2.08,0.664,0.77
1.58,0.62,0.77
2.14,0.816,0.77
