4.04,3.11,1.44
4.49,3.01,0.47
3.86,2.87,0.91
4.47,2.98,0.38
4.46,3.26,0.78
4.76,3.22,0.35
4.01,2.9,0.5
4.23,3.08,0.81
4.39,3.01,0.5
4.49,3.03,0.58
4.37,3.03,1.02
4.74,3.22,0.59
4.15,2.98,0.67
4.3,3.03,1.05
4.44,3.06,0.61
