mov,uxth,vsub.f64,bne.w,sub,ldr.w,bgt.n,mov,vaddle.f64,uxth,vdiv.f32,mov.w,adds
cmp,lsrs,vadd.f64,vcmp.f64,ldrh.w,strb,vmov,adc.w,vmrs,lsrs,vmrs,add.w,adcs
bne.n,uxth,vsub.f64,vmrs,ldrb.w,strb.w,adds,cmp,vadd.f64,uxth,movs,movs.w,cmp.w
adds,lsrs,beq.n,bne.w,bgt.n,add.w,cmp,sbcs.w,it,lsrs,add,beq.w,bne.n
pop,mla,vsub.f64,movs,ldr,cmp.w,vcvt.f64.s32,mov,bmi.n,mla,bx,mov.w,eor.w
subs,mla,vabs.f64,vsub.f64,subs,bne.n,vmul.f64,mov,vmovmi.f64,mla,movs,movs.w,movs
mov,pop,vcmpe.f64,vcmp.f64,str,uxth,vdiv.f64,mov,vcmpe.f64,pop,pop,it,adds
cmp,str,vmov.f64,vmrs,ldr,lsrs,vadd.f64,bge.n,vmrs,str,vmov.f64,addne,mov
bne.n,add.w,vmrs,vcmp.f64,str,uxth,beq.n,adds,it,add.w,add,movs.w,eor.w
adds,str,bgt.n,ite,ldr,lsrs,vsub.f64,mov,bmi.n,str,vpop,it,eor.w
pop,bx,vmov,movs,str,mla,vabs.f64,adc.w,vmovmi.f64,bx,pop,addne,eor.w
subs,eor.w,adds,vmrsne,ldr,mov.w,vcmpe.f64,cmp,vcmpe.f64,vmul.f32,lsrs,add.w,eor.w
mov,bl,adds,bne.w,str,mla,vmov.f64,sbcs.w,ldr,add,bic.w,rsb,adds
cmp,movw,vmov,vsub.f64,ldr,ldr.w,vmrs,mov,add,bl,bic.w,lsl.w,adc.w
bne.n,movt,adds,vcmp.f64,str,lsrs,bgt.n,mov,vldr,movw,vsub.f64,lsr.w,adds
adds,push,vmov,vmrs,str,uxth,vmov,mov,ldr,movt,vmov.f64,lsl.w,adcs
pop,movw,adds,vcmp.f64,str,add.w,adds,bge.n,vmrs,push,blx,orr.w,cmp.w
subs,ldmia.w,vmov,ite,bl,mla,cmp,adds,it,movw,add,lsr.w,bne.n
mov,movw,adds,movs,push,lsrs,vcvt.f64.s32,mov,vsubgt.f64,ldmia.w,add,add,eor.w
cmp,uxth,vcvt.f64.s32,vmrsne,cmp,uxth,vmul.f64,adc.w,add,movw,ldr,b.n,movs
bne.n,lsrs,vmov,bne.n,sub,mov.w,vdiv.f64,cmp,vldr,uxth,push,cmp.w,adds
adds,uxth,adds,cmp,ldrh.w,mov.w,vadd.f64,sbcs.w,it,lsrs,vpush,bcc.n,mov
pop,lsrs,vmov,bne.n,ldrb.w,mla,beq.n,mov,vadd.f64,uxth,vmov.f64,cmp.w,eor.w
subs,mla,mov,vsub.f64,bgt.n,mov.w,vsub.f64,mov,vldrle,lsrs,sub,bcc.n,eor.w
mov,mla,vmov,vcmp.f64,ldr,mov,vabs.f64,mov,vadd.f64,mla,add,cmp.w,eor.w
cmp,pop,adds,vmrs,subs,add.w,vcmpe.f64,bge.n,vadd.f64,mla,bl,it,eor.w
bne.n,str,adds,bne.n,str,orr.w,vmov.f64,adds,vadd.f64,pop,vmrs,adcs.w,adds
adds,add.w,vmov,vcmp.f64,ldr,ldr,vmrs,mov,vmla.f64,str,bic.w,adceq.w,adc.w
pop,str,cmp,vmrs,str,strb,bgt.n,adc.w,vadd.f64,add.w,str,orr.w,adds
subs,bx,vdiv.f64,bne.n,ldr,lsrs,vmov,cmp,vadd.f64,str,bic.w,pop,adcs
mov,vmul.f64,vcvt.f64.s32,vsub.f64,str,orr.w,adds,sbcs.w,vsub.f64,bx,vmsr,subs,cmp.w
cmp,add,vdiv.f64,vcmp.f64,ldr,strb.w,cmp,mov,vadd.f64,vadd.f32,movs,vmov,bne.n
bne.n,bl,vcvt.f64.s32,vmrs,str,ldr.w,vcvt.f64.s32,mov,vadd.f64,umull,bx,strd,eor.w
adds,movw,vdiv.f64,bne.n,ldr,mov,vmul.f64,mov,vcmp.f64,subs,movs,vadd.f64,movs
pop,movt,vcvt.f64.s32,vcmp.f64,str,lsrs,vdiv.f64,bge.n,vmrs,add.w,bl,bne.n,adds
subs,push,vdiv.f64,vmrs,str,orr.w,vadd.f64,adds,beq.w,lsrs,cmp.w,bl,mov
mov,movw,vcvt.f64.s32,bne.n,str,strb.w,beq.n,mov,add.w,orr.w,beq.n,push,eor.w
cmp,ldmia.w,vdiv.f64,vsub.f64,bl,lsrs,vsub.f64,adc.w,add.w,rsb,ble.n,movw,eor.w
bne.n,movw,vcvt.f64.s32,vcmp.f64,push,ldr.w,vabs.f64,cmp,vpop,umull,cmp,movt,eor.w
adds,uxth,vdiv.f64,vmrs,cmp,orr.w,vcmpe.f64,sbcs.w,pop,blx,bne.n,movw,eor.w
pop,lsrs,vcvt.f64.s32,bne.n,sub,ldr,vmov.f64,mov,vadd.f64,add,vmrs,movw,adds
subs,uxth,vdiv.f64,vcmp.f64,ldrh.w,strb,vmrs,mov,vcmpe.f64,add,bic.w,movs,adc.w
mov,lsrs,vcvt.f64.s32,vmrs,ldrb.w,lsrs,bgt.n,mov,vmov.f64,ldr,orrs,ldr,adds
cmp,mla,vadd.f64,bne.n,bgt.n,orr.w,vmov,bge.n,vmrs,vmov,vmsr,ldr,adcs
bne.n,mla,vdiv.f64,vsub.f64,ldr,strb.w,adds,adds,vsub.f64,movw,movs,uxth,cmp.w
adds,pop,vsub.f64,vcmp.f64,subs,ldr.w,cmp,mov,vmov.f64,movt,bx,lsrs,bne.n
pop,str,vadd.f64,vmrs,str,lsrs,vcvt.f64.s32,adc.w,bmi.n,vmov.f32,vmov,uxth,eor.w
subs,add.w,vsub.f64,beq.n,ldr,lsrs,vmul.f64,cmp,vsub.f64,push,vmov.f64,lsrs,movs
mov,str,vadd.f64,vcmp.f64,str,lsrs,vdiv.f64,sbcs.w,vabs.f64,sub,bic.w,mla,adds
cmp,bx,vsub.f64,vmrs,ldr,strb.w,vadd.f64,mov,vcmpe.f64,bic.w,cmp.w,mla,mov
bne.n,umull,vadd.f64,bne.n,str,ldr,beq.n,mov,vmov.f64,cmp,blt.n,uxth.w,eor.w
adds,subs,vsub.f64,vpop,ldr,ldr.w,vsub.f64,mov,vmrs,ble.n,movw,lsrs,eor.w
pop,add.w,beq.n,vmov.f64,str,strb,vabs.f64,bge.n,ble.n,cmp.w,movt,add.w,eor.w
subs,lsrs,vsub.f64,vmov.f64,ldr,strb.w,vcmpe.f64,adds,vdiv.f64,blt.n,cmp,mla,eor.w
mov,orr.w,vabs.f64,bx,str,add.w,vmov.f64,mov,vadd.f64,beq.n,bgt.n,uxth,adds
cmp,vadd.f64,vcmpe.f64,vadd.f64,str,cmp.w,vmrs,adc.w,blx,vsub.f32,movw,lsrs,adc.w
bne.n,rsb,vmov.f64,vadd.f64,str,bne.n,bgt.n,cmp,add,add,movt,mla,adds
adds,umull,vmrs,vmov.f64,bl,uxth,vmov,sbcs.w,add,pop,cmp,mov,adcs
pop,blx,bgt.n,vmov.f64,push,lsrs,adds,mov,ldr,lsrs,bgt.n,str,cmp.w
subs,add,vmov,vmov.f64,cmp,uxth,cmp,mov,vcmp.f64,bic.w,movw,add.w,bne.n
mov,add,adds,vmov.f64,sub,lsrs,vcvt.f64.s32,mov,push,bic.w,movt,orr.w,eor.w
cmp,ldr,adds,blx,ldrh.w,mla,vmul.f64,bge.n,vpush,vsub.f32,cmp,str,movs
bne.n,push,vmov,add,ldrb.w,mov.w,vdiv.f64,adds,ldr,vmov.f32,bgt.w,mov,adds
adds,vpush,adds,add,bgt.n,mla,vadd.f64,mov,vmov.f64,blx,movw,pop,mov
pop,vmov.f64,vmov,ldr,ldr,ldr.w,beq.n,adc.w,vmrs,add,movt,bl,eor.w
subs,sub,adds,push,subs,lsrs,vsub.f64,cmp,add,add,cmp,orrs.w,eor.w
mov,add,vmov,vpush,str,uxth,vabs.f64,sbcs.w,bls.n,ldr,bgt.w,it,eor.w
cmp,bl,adds,sub,ldr,add.w,vcmpe.f64,mov,vmov.f64,vmov,movw,push,eor.w
bne.n,vmrs,vcvt.f64.s32,vmov.f64,str,mla,vmov.f64,mov,vpop,movw,movt,moveq.w,adds
adds,bic.w,vmov,vmov.f64,ldr,lsrs,vmrs,mov,ldmia.w,movt,cmp,b.n,adc.w
pop,str,adds,blx,str,uxth,bgt.n,bge.n,b.w,vmov.f32,ble.w,mov.w,adds
subs,bic.w,vmov,add,ldr,mov.w,vmov,adds,vmov,push,vmov.f64,add.w,adcs
mov,vmsr,mov,add,str,mov.w,adds,mov,push,sub,add,movs.w,cmp.w
cmp,movs,vmov,ldr,ldr,mla,cmp,adc.w,vpush,bic.w,add,beq.w,bne.n
bne.n,bx,adds,vmov,str,mov.w,vcvt.f64.s32,cmp,vmov.f64,cmp,bl,mov.w,eor.w
adds,movs,adds,and.w,str,mov,vmul.f64,sbcs.w,subw,ble.n,ldr,movs.w,movs
pop,bl,vmov,bx,str,add.w,vdiv.f64,mov,cmp.w,cmp.w,vldr,it,adds
subs,cmp.w,cmp,vmov.f64,bl,orr.w,vadd.f64,mov,mov,blt.n,stmdb,addne,mov
mov,beq.n,vdiv.f64,mov,push,ldr,beq.n,mov,blt.w,beq.n,vpush,movs.w,eor.w
cmp,ble.n,vcvt.f64.s32,bl,cmp,strb,vsub.f64,bge.n,movw,vsub.f32,add,it,eor.w
bne.n,cmp,vdiv.f64,vmov,sub,lsrs,vabs.f64,adds,movt,add,vldr,addne,eor.w
adds,bne.n,vcvt.f64.s32,push,ldrh.w,orr.w,vcmpe.f64,mov,cmp,pop,vmul.f64,add.w,eor.w
pop,vmrs,vdiv.f64,movs,ldrb.w,strb.w,vmov.f64,adc.w,it,vsub.f32,ldr,rsb,adds
subs,bic.w,vcvt.f64.s32,movt,bgt.n,ldr.w,vmrs,cmp,bgt.w,vmul.f32,ldr,lsl.w,adc.w
mov,orrs,vdiv.f64,bic.w,ldr,mov,bgt.n,sbcs.w,movgt,vmov.f32,movw,lsr.w,adds
cmp,vmsr,vcvt.f64.s32,ubfx,subs,lsrs,vmov,mov,ldr.w,blx,add,lsl.w,adcs
bne.n,movs,vdiv.f64,orrs,str,orr.w,adds,mov,add,add,vldr,orr.w,cmp.w
adds,bx,vcvt.f64.s32,lsrs,ldr,strb.w,cmp,mov,vldr,add,add,lsr.w,bne.n
pop,vmov,vdiv.f64,lsls,str,lsrs,vcvt.f64.s32,bge.n,vsub.f64,ldr,vldr,add,eor.w
subs,movw,vcvt.f64.s32,orrs.w,ldr,ldr.w,vmul.f64,adds,vcmpe.f64,vmov,vmov,b.n,movs
mov,movt,vdiv.f64,it,str,orr.w,vdiv.f64,mov,vmrs,movw,movt,cmp.w,adds
cmp,bic.w,vcvt.f64.s32,bne.n,ldr,ldr,vadd.f64,adc.w,it,movt,ldr.w,bcc.n,mov
bne.n,mov,vadd.f64,cbnz,str,strb,beq.n,cmp,bmi.n,vmov.f32,sub,cmp.w,eor.w
adds,cmp,vdiv.f64,cmp,ldr,lsrs,vsub.f64,sbcs.w,vmovmi.f64,push,add,bcc.n,eor.w
pop,ble.n,vsub.f64,it,str,orr.w,vabs.f64,mov,ldr.w,sub,add.w,lsrs,eor.w
subs,movw,vadd.f64,bne.n,str,strb.w,vcmpe.f64,mov,add,bic.w,add,movs.w,eor.w
mov,movt,vsub.f64,rsbsne,str,ldr.w,vmov.f64,mov,vldr,cmp,vstr,mov.w,adds
cmp,cmp,vadd.f64,it,bl,lsrs,vmrs,bge.n,vcmpe.f64,ble.n,mov,add.w,adc.w
bne.n,bgt.n,vsub.f64,movcc,push,lsrs,bgt.n,adds,vmrs,cmp.w,mov,mov.w,adds
adds,movw,vadd.f64,b.n,cmp,lsrs,vmov,mov,ble.w,blt.n,vmul.f64,cmn.w,adcs
pop,movt,vsub.f64,pop,sub,strb.w,adds,adc.w,ubfx,beq.n,vsub.f64,bcs.w,cmp.w
subs,cmp,beq.n,bx,ldrh.w,ldr,cmp,cmp,asrs,vsub.f32,vsub.f64,cmp.w,bne.n
mov,ble.n,vsub.f64,vmov.f64,ldrb.w,ldr.w,vcvt.f64.s32,sbcs.w,orr.w,add,vmov,it,eor.w
cmp,movw,vabs.f64,mov,bgt.n,strb,vmul.f64,mov,subw,pop,vsub.f64,adcs.w,movs
bne.n,movt,vcmpe.f64,bl,ldr,strb.w,vdiv.f64,mov,orr.w,subs,ubfx,adceq.w,adds
adds,cmp,vmov.f64,vmov,subs,add.w,vadd.f64,mov,adds,vdiv.f32,sub.w,orr.w,mov
pop,bgt.w,vmrs,push,str,cmp.w,beq.n,bge.n,ldr.w,bne.n,smull,pop,eor.w
subs,movw,bgt.n,movs,ldr,bne.n,vsub.f64,adds,vmov,vadd.f32,asrs,subs,eor.w
mov,movt,vmov,movt,str,uxth,vabs.f64,mov,add,add,rsb,vmov,eor.w
cmp,cmp,adds,bic.w,ldr,lsrs,vcmpe.f64,adc.w,vldr,eors,bic.w,strd,eor.w
bne.n,bgt.w,adds,ubfx,str,uxth,vmov.f64,cmp,vcmpe.f64,movw,add.w,vadd.f64,adds
adds,movw,vmov,orrs,ldr,lsrs,vmrs,sbcs.w,vmrs,lsrs,add.w,bne.n,adc.w
pop,movt,adds,lsrs,str,mla,bgt.n,mov,bgt.w,movt,sub.w,bl,adds
subs,cmp,vmov,lsls,ldr,mov.w,vmov,mov,ldr.w,rsb,vmov,push,adcs
mov,bgt.w,adds,orrs.w,str,mla,adds,mov,vmov.f64,eor.w,vldmia,movw,cmp.w
cmp,movw,vmov,it,str,ldr.w,cmp,bge.n,ldr.w,mvns,vmul.f64,movt,bne.n
bne.n,movt,adds,bne.n,str,lsrs,vcvt.f64.s32,adds,add,add.w,vmul.f64,movw,eor.w
adds,cmp,vcvt.f64.s32,cbnz,bl,uxth,vmul.f64,mov,vldr,rsb,vstmia,movw,movs
pop,ble.w,vmov,cmp,push,add.w,vdiv.f64,adc.w,add,adds,cmp,movs,adds
subs,vmov.f64,adds,it,cmp,mla,vadd.f64,cmp,ldr.w,sub.w,vmul.f64,ldr,mov
mov,add,vmov,bne.n,sub,lsrs,beq.n,sbcs.w,vadd.f64,umull,bne.n,ldr,eor.w
cmp,add,mov,rsbsne,ldrh.w,uxth,vsub.f64,mov,add.w,vmul.f32,vldmia,uxth,eor.w
bne.n,bl,vmov,it,ldrb.w,mov.w,vabs.f64,mov,vmov,umull,vmul.f64,lsrs,eor.w
adds,ldr,adds,movcc,bgt.n,mov.w,vcmpe.f64,mov,add,lsrs,vmul.f64,uxth,eor.w
pop,vldr,adds,b.n,ldr,mla,vmov.f64,bge.n,vmov,lsls,vstmia,lsrs,adds
subs,stmdb,vmov,pop,subs,mov.w,vmrs,adds,ldr.w,orr.w,cmp,mla,adc.w
mov,vpush,cmp,bx,str,mov,bgt.n,mov,vcvt.f64.s32,mov.w,vmul.f64,mla,adds
cmp,add,vdiv.f64,vabs.f64,ldr,add.w,vmov,adc.w,add,mov.w,bne.n,uxth.w,adcs
bne.n,vldr,vcvt.f64.s32,cmp,str,orr.w,adds,cmp,vldr,orr.w,vldmia,lsrs,cmp.w
adds,vmul.f64,vdiv.f64,ble.w,ldr,ldr,cmp,sbcs.w,ldr.w,vsub.f32,vmul.f64,add.w,bne.n
pop,ldr,vcvt.f64.s32,beq.n,str,strb,vcvt.f64.s32,mov,add,vdiv.f32,vmul.f64,mla,eor.w
subs,ldr,vdiv.f64,cmp,ldr,lsrs,vmul.f64,mov,vldr,vdiv.f32,vstmia,uxth,movs
mov,movw,vcvt.f64.s32,beq.n,str,orr.w,vdiv.f64,mov,ldr.w,vmov.f32,cmp,lsrs,adds
cmp,add,vdiv.f64,vldr,ldr,strb.w,vadd.f64,bge.n,vstr,vadd.f32,vmul.f64,mla,mov
bne.n,vldr,vcvt.f64.s32,vldr,str,ldr.w,beq.n,adds,add,blx,bne.n,mov,eor.w
adds,add,vdiv.f64,b.n,str,mov,vsub.f64,mov,vldr,add,vldmia,str,eor.w
pop,vldr,vcvt.f64.s32,vmov.f64,str,lsrs,vabs.f64,adc.w,ldr.w,add,vmul.f64,add.w,eor.w
subs,vmov,vdiv.f64,vmov.f64,bl,orr.w,vcmpe.f64,cmp,vmov.f64,ldr,vmul.f64,orr.w,eor.w
mov,movt,vcvt.f64.s32,add,push,strb.w,vmov.f64,sbcs.w,vstr,vmov,vstmia,str,adds
cmp,ldr.w,vdiv.f64,vpop,cmp,lsrs,vmrs,mov,vldr,movw,cmp,mov,adc.w
bne.n,sub,vcvt.f64.s32,pop,sub,ldr.w,bgt.n,mov,add,movt,vmul.f64,pop,adds
adds,add,vadd.f64,vmov.f64,ldrh.w,orr.w,vmov,mov,vldr,vmov.f32,bne.n,bl,adcs
pop,add.w,vdiv.f64,vmov.f64,ldrb.w,ldr,adds,bge.n,ldr.w,push,vldmia,orrs.w,cmp.w
subs,add,vsub.f64,vadd.f64,bgt.n,strb,cmp,adds,ldr.w,sub,vmul.f64,it,bne.n
mov,vstr,vadd.f64,vadd.f64,ldr,lsrs,vcvt.f64.s32,mov,add,bic.w,vmul.f64,push,eor.w
cmp,mov,vsub.f64,vadd.f64,subs,orr.w,vmul.f64,adc.w,vldr,cmp,vstmia,moveq.w,movs
bne.n,mov,vadd.f64,vadd.f64,str,strb.w,vdiv.f64,cmp,add,ble.n,cmp,b.n,adds
adds,vmul.f64,vsub.f64,bl,ldr,ldr.w,vadd.f64,sbcs.w,addw,cmp.w,vmul.f64,mov.w,mov
pop,vsub.f64,vadd.f64,vabs.f64,str,lsrs,beq.n,mov,ubfx,blt.n,bne.n,add.w,eor.w
subs,vsub.f64,vsub.f64,vabs.f64,ldr,lsrs,vsub.f64,mov,sub.w,beq.n,vldmia,movs.w,eor.w
mov,vmov,beq.n,vcmpe.f64,str,lsrs,vabs.f64,mov,add.w,vsub.f32,vmul.f64,beq.w,eor.w
cmp,vsub.f64,vsub.f64,vmrs,ldr,strb.w,vcmpe.f64,bge.n,vldr,add,vmul.f64,mov.w,eor.w
bne.n,ubfx,vabs.f64,bpl.n,str,ldr,vmov.f64,adds,vmla.f64,pop,vstmia,movs.w,adds
adds,sub.w,vcmpe.f64,vdiv.f64,ldr,ldr.w,vmrs,mov,add.w,vadd.f32,cmp,it,adc.w
pop,smull,vmov.f64,vmov.f64,str,strb,bgt.n,adc.w,vmov,vmul.f32,vmul.f64,addne,adds
subs,asrs,vmrs,vmov.f64,str,strb.w,vmov,cmp,vldr,vadd.f32,bne.n,movs.w,adcs
mov,rsb,bgt.n,vmov.f64,str,add.w,adds,sbcs.w,vldr,bl,ldr,it,cmp.w
cmp,bic.w,vmov,vmla.f64,bl,cmp.w,cmp,mov,vmov,movw,add.w,addne,bne.n
bne.n,add.w,adds,vmla.f64,push,bne.n,vcvt.f64.s32,mov,vcvt.f64.s32,movt,mov,add.w,eor.w
adds,add.w,adds,vmls.f64,cmp,uxth,vmul.f64,mov,vcmpe.f64,push,vldr,rsb,movs
pop,sub.w,vmov,vdiv.f64,sub,lsrs,vdiv.f64,bge.n,vmrs,movw,add,lsl.w,adds
subs,vmov,adds,vdiv.f64,ldrh.w,uxth,vadd.f64,adds,ubfx,ldmia.w,vldr,lsr.w,mov
mov,vldmia,vmov,b.n,ldrb.w,lsrs,beq.n,mov,sub.w,movw,vldr,lsl.w,eor.w
cmp,vmul.f64,adds,vcmp.f64,bgt.n,mla,vsub.f64,adc.w,vmov,uxth,vadd.f64,orr.w,eor.w
bne.n,vmul.f64,vmov,vmrs,ldr,mov.w,vabs.f64,cmp,add.w,lsrs,vsub.f64,lsr.w,eor.w
adds,vstmia,adds,bne.n,subs,mla,vcmpe.f64,sbcs.w,add.w,uxth,vsub.f64,add,eor.w
pop,cmp,vcvt.f64.s32,vcmp.f64,str,ldr.w,vmov.f64,mov,vldr,lsrs,vstmia,b.n,adds
subs,vmul.f64,vmov,vmrs,ldr,lsrs,vmrs,mov,vstr,mla,cmp,cmp.w,adc.w
mov,bne.n,adds,beq.n,str,uxth,bgt.n,mov,vcvt.f64.s32,mla,vadd.f64,bcc.n,adds
cmp,vldmia,vmov,vcmp.f64,ldr,add.w,vmov,bge.n,vldr,pop,bne.n,cmp.w,adcs
bne.n,vmul.f64,mov,vmrs,str,mla,adds,adds,vldr,str,vldr,bcc.n,cmp.w
adds,vmul.f64,vmov,bne.n,ldr,lsrs,cmp,mov,vldr,add.w,vadd.f64,lsrs,bne.n
pop,vstmia,adds,vsub.f64,str,uxth,vcvt.f64.s32,adc.w,vmla.f64,str,vsub.f64,movs.w,eor.w
subs,cmp,adds,vcmp.f64,ldr,mov.w,vmul.f64,cmp,vldr,bx,vsub.f64,mov.w,movs
mov,vmul.f64,vmov,vmrs,str,mov.w,vdiv.f64,sbcs.w,vmov.f64,vmov.f32,vstmia,add.w,adds
cmp,bne.n,cmp,ite,str,mla,vadd.f64,mov,vmov.f64,vadd.f32,cmp,mov.w,mov
bne.n,vldmia,vdiv.f64,movne,str,mov.w,beq.n,mov,vmla.f64,vdiv.f32,vadd.f64,cmn.w,eor.w
adds,vmul.f64,vcvt.f64.s32,cmp,bl,mov,vsub.f64,mov,vmul.f64,mul.w,bne.n,bcs.w,eor.w
pop,vmul.f64,vdiv.f64,bne.w,push,add.w,vabs.f64,bge.n,vmul.f64,bl,vldr,cmp.w,eor.w
subs,vstmia,vcvt.f64.s32,vcmp.f64,cmp,orr.w,vcmpe.f64,adds,vsub.f64,movw,vadd.f64,it,eor.w
mov,cmp,vdiv.f64,vmrs,sub,ldr,vmov.f64,mov,vmul.f64,movt,vsub.f64,adcs.w,adds
cmp,vmul.f64,vcvt.f64.s32,bne.w,ldrh.w,strb,vmrs,adc.w,vmla.f64,push,vsub.f64,adceq.w,adc.w
bne.n,bne.n,vdiv.f64,vsub.f64,ldrb.w,lsrs,bgt.n,cmp,vmul.f64,movw,vstmia,orr.w,adds
adds,vldmia,vcvt.f64.s32,vcmp.f64,bgt.n,orr.w,vmov,sbcs.w,it,ldmia.w,cmp,pop,adcs
pop,vmul.f64,vdiv.f64,vmrs,ldr,strb.w,adds,mov,vmla.f64,movw,vadd.f64,subs,cmp.w
subs,vmul.f64,vcvt.f64.s32,bne.n,subs,ldr.w,cmp,mov,vaddmi.f64,uxth,bne.n,vmov,bne.n
mov,vstmia,vdiv.f64,vcmp.f64,str,mov,vcvt.f64.s32,mov,vmul.f64,lsrs,add,strd,eor.w
cmp,cmp,vcvt.f64.s32,vmrs,ldr,lsrs,vmul.f64,bge.n,bmi.n,uxth,vldr,vadd.f64,movs
bne.n,vmul.f64,vdiv.f64,bne.n,str,orr.w,vdiv.f64,adds,vmov.f64,lsrs,mov,bne.n,adds
adds,bne.n,vcvt.f64.s32,vsub.f64,ldr,strb.w,vadd.f64,mov,vcmpe.f64,mla,vldmdb,bl,mov
pop,vldmia,vadd.f64,vcmp.f64,str,lsrs,beq.n,adc.w,vmrs,mla,cmp,push,eor.w
subs,vmul.f64,vdiv.f64,vmrs,ldr,ldr.w,vsub.f64,cmp,it,pop,vadd.f64,movw,eor.w
mov,vmul.f64,vsub.f64,bne.n,str,orr.w,vabs.f64,sbcs.w,vnegmi.f64,str,bne.n,movt,eor.w
cmp,vstmia,vadd.f64,vcmp.f64,ldr,ldr,vcmpe.f64,mov,bmi.n,add.w,vldmdb,movw,eor.w
bne.n,cmp,vsub.f64,vmrs,str,strb,vmov.f64,mov,vcmpe.f64,str,cmp,movw,adds
adds,vmul.f64,vadd.f64,bne.n,str,lsrs,vmrs,mov,vmrs,bx,vadd.f64,movs,adc.w
pop,bne.n,vsub.f64,vsub.f64,str,orr.w,bgt.n,bge.n,ite,eor.w,bne.n,ldr,adds
subs,vldmia,vadd.f64,vcmp.f64,bl,strb.w,vmov,adds,vsubgt.f64,bl,vldmdb,ldr,adcs
mov,vmul.f64,vsub.f64,vmrs,push,ldr.w,adds,mov,vcmpe.f64,movw,cmp,uxth,cmp.w
cmp,vmul.f64,beq.n,beq.n,cmp,lsrs,cmp,adc.w,vaddle.f64,movt,vadd.f64,lsrs,bne.n
bne.n,vstmia,vsub.f64,vcmp.f64,sub,lsrs,vcvt.f64.s32,cmp,vmrs,push,bne.n,uxth,eor.w
adds,cmp,vabs.f64,vmrs,ldrh.w,lsrs,vmul.f64,sbcs.w,vadd.f64,movw,vldmdb,lsrs,movs
pop,vmul.f64,vcmpe.f64,it,ldrb.w,strb.w,vdiv.f64,mov,it,ldmia.w,cmp,mla,adds
subs,bne.n,vmov.f64,bne.n,bgt.n,ldr,vadd.f64,mov,bmi.n,movw,vadd.f64,mla,mov
mov,ldr,vmrs,vmov.f64,ldr,ldr.w,beq.n,mov,vmovmi.f64,uxth,bne.n,uxth.w,eor.w
cmp,add.w,bgt.n,vmoveq.f64,subs,strb,vsub.f64,bge.n,vcmpe.f64,lsrs,vldmdb,lsrs,eor.w
bne.n,mov,vmov,bx,str,strb.w,vabs.f64,adds,vmrs,uxth,cmp,add.w,eor.w
adds,vldr,adds,vmov.f64,ldr,add.w,vcmpe.f64,mov,it,lsrs,vadd.f64,mla,eor.w
pop,add,adds,vmov.f64,str,cmp.w,vmov.f64,adc.w,bmi.n,mla,bne.n,uxth,adds
subs,vldr,vmov,vmov.f64,ldr,bne.n,vmrs,cmp,vmovmi.f64,mla,vldmdb,lsrs,adc.w
mov,vldr,adds,vmov.f64,str,uxth,bgt.n,sbcs.w,vcmpe.f64,pop,cmp,mla,adds
cmp,vadd.f64,vmov,vmov.f64,ldr,lsrs,vmov,mov,ldr,str,vadd.f64,mov,adcs
bne.n,vsub.f64,adds,vmov.f64,str,uxth,adds,mov,add,add.w,bne.n,str,cmp.w
adds,vsub.f64,vmov,bl,ldr,lsrs,cmp,mov,vldr,str,vldr,add.w,bne.n
pop,vstmia,adds,vmov.f64,str,mla,vcvt.f64.s32,bge.n,ldr,bx,vsub.f64,orr.w,eor.w
subs,cmp,vcvt.f64.s32,vpush,str,mov.w,vmul.f64,adds,vmrs,vmul.f32,vldr,str,movs
mov,vadd.f64,vmov,vmul.f64,str,mla,vdiv.f64,mov,it,add,vmov,mov,adds
cmp,bne.n,adds,vmul.f64,bl,ldr.w,vadd.f64,adc.w,vsubgt.f64,bl,ldr,pop,mov
bne.n,vldr,vmov,vmul.f64,push,lsrs,beq.n,cmp,add,movw,movw,bl,eor.w
adds,vadd.f64,mov,vmul.f64,cmp,uxth,vsub.f64,sbcs.w,vldr,movt,movt,orrs.w,eor.w
pop,vsub.f64,vmov,vsub.f64,sub,add.w,vabs.f64,mov,it,push,ldr,it,eor.w
subs,vsub.f64,adds,vcmp.f64,ldrh.w,mla,vcmpe.f64,mov,vadd.f64,movw,add,push,eor.w
mov,vstmia,adds,vadd.f64,ldrb.w,lsrs,vmov.f64,mov,vldrle,ldmia.w,vldr,moveq.w,adds
cmp,cmp,vmov,vmrs,bgt.n,uxth,vmrs,bge.n,vadd.f64,movw,add,b.n,adc.w
bne.n,vadd.f64,cmp,bne.n,ldr,mov.w,bgt.n,adds,vadd.f64,uxth,mov,mov.w,adds
adds,bne.n,vdiv.f64,vcmp.f64,subs,mov.w,vmov,mov,vadd.f64,lsrs,vadd.f64,add.w,adcs
pop,vldr,vcvt.f64.s32,vmrs,str,mla,adds,adc.w,vmla.f64,uxth,vldr,movs.w,cmp.w
subs,vadd.f64,vdiv.f64,beq.n,ldr,mov.w,cmp,cmp,vadd.f64,lsrs,vadd.f64,beq.w,bne.n
mov,vsub.f64,vcvt.f64.s32,vsub.f64,str,mov,vcvt.f64.s32,sbcs.w,vadd.f64,mla,vldr,mov.w,eor.w
cmp,vsub.f64,vdiv.f64,vcmp.f64,ldr,add.w,vmul.f64,mov,vsub.f64,mla,ubfx,movs.w,movs
bne.n,vstmia,vcvt.f64.s32,vmrs,str,orr.w,vdiv.f64,mov,vadd.f64,pop,sub.w,it,adds
