bne.n,vneg.f64,vcmpe.f64,vcmp.f64,str,lsrs,vadd.f64,adds,bmi.n,movw,vmrs
adds,vmrs,vmov.f64,vmrs,ldr,uxth,beq.n,mov,vmovmi.f64,movt,bgt.n
pop,vmov.f64,vmrs,bne.n,str,add.w,vsub.f64,adc.w,vcmpe.f64,push,vmov.f64
subs,vneg.f64,bgt.n,vcmp.f64,ldr,mla,vabs.f64,cmp,ldr,movw,vcmpe.f64
mov,bpl.n,vmov,vmrs,str,lsrs,vcmpe.f64,sbcs.w,add,ldmia.w,vmrs
cmp,bl,adds,bne.n,str,uxth,vmov.f64,mov,vldr,movw,bpl.n
bne.n,vcmpe.f64,adds,vsub.f64,str,mov.w,vmrs,mov,ldr,uxth,vadd.f64
adds,push,vmov,vcmp.f64,bl,mov.w,bgt.n,mov,vmrs,lsrs,vldr
pop,vpush,adds,vmrs,push,mla,vmov,bge.n,it,uxth,ldr
subs,mov,vmov,bne.n,cmp,mov.w,adds,adds,vsubgt.f64,lsrs,add
mov,sub,adds,vcmp.f64,sub,mov,cmp,mov,add,mla,vldr
cmp,vmov.f64,vmov,vmrs,ldrh.w,add.w,vcvt.f64.s32,adc.w,vldr,mla,ldr
bne.n,vmrs,adds,bne.n,ldrb.w,orr.w,vmul.f64,cmp,it,pop,add
adds,vmov.f64,vcvt.f64.s32,vsub.f64,bgt.n,ldr,vdiv.f64,sbcs.w,vadd.f64,str,vldr
pop,ble.w,vmov,vcmp.f64,ldr,strb,vadd.f64,mov,vldrle,add.w,ldr
subs,ldr,adds,vmrs,subs,lsrs,beq.n,mov,vadd.f64,str,add
mov,it,vmov,bne.n,str,orr.w,vsub.f64,mov,vadd.f64,bx,vldr
cmp,vnegle.f64,mov,vcmp.f64,ldr,strb.w,vabs.f64,bge.n,vadd.f64,vadd.f32,vadd.f64
bne.n,add,vmov,vmrs,str,ldr.w,vcmpe.f64,adds,vmla.f64,umull,ldr
adds,vldr,adds,bne.n,ldr,mov,vmov.f64,mov,vadd.f64,subs,add
pop,vsub.f64,adds,vsub.f64,str,lsrs,vmrs,adc.w,vadd.f64,add.w,vldr
subs,vsub.f64,vmov,vcmp.f64,ldr,orr.w,bgt.n,cmp,vsub.f64,lsrs,vadd.f64
mov,vmov,cmp,vmrs,str,strb.w,vmov,sbcs.w,vadd.f64,orr.w,vmul.f64
cmp,vneg.f64,vdiv.f64,beq.n,ldr,lsrs,adds,mov,vadd.f64,rsb,vmul.f64
bne.n,vsub.f64,vcvt.f64.s32,vcmp.f64,str,ldr.w,cmp,mov,vcmp.f64,umull,vsub.f64
adds,b.n,vdiv.f64,vmrs,str,orr.w,vcvt.f64.s32,mov,vmrs,blx,vsub.f64
pop,vmul.f64,vcvt.f64.s32,bne.n,str,ldr,vmul.f64,bge.n,beq.w,add,vmov.f64
subs,vldr,vdiv.f64,vpop,bl,strb,vdiv.f64,adds,add.w,add,vnmls.f64
mov,vldr,vcvt.f64.s32,vmov.f64,push,lsrs,vadd.f64,mov,add.w,ldr,vmul.f64
cmp,ldr,vdiv.f64,vmov.f64,cmp,orr.w,beq.n,adc.w,vpop,vmov,vsub.f64
bne.n,lsls,vcvt.f64.s32,bx,sub,strb.w,vsub.f64,cmp,pop,movw,vsub.f64
adds,vldr,vdiv.f64,vmov.f64,ldrh.w,ldr.w,vabs.f64,sbcs.w,vadd.f64,movt,vmla.f64
pop,add,vcvt.f64.s32,vmov.f64,ldrb.w,lsrs,vcmpe.f64,mov,vcmpe.f64,vmov.f32,vmla.f64
subs,vldr,vdiv.f64,vmov.f64,bgt.n,lsrs,vmov.f64,mov,vmov.f64,push,vadd.f64
mov,add.w,vcvt.f64.s32,vmov.f64,ldr,lsrs,vmrs,mov,vmrs,sub,vadd.f64
cmp,vldr,vdiv.f64,vmov.f64,subs,strb.w,bgt.n,bge.n,vsub.f64,bic.w,vadd.f64
bne.n,vldr,vcvt.f64.s32,vsub.f64,str,ldr,vmov,adds,vmov.f64,cmp,vmla.f64
adds,vldr,vadd.f64,bl,ldr,ldr.w,adds,mov,bmi.n,ble.n,vmla.f64
pop,vldr,vdiv.f64,vabs.f64,str,strb,cmp,adc.w,vsub.f64,cmp.w,vadd.f64
subs,add.w,vsub.f64,vabs.f64,ldr,strb.w,vcvt.f64.s32,cmp,vabs.f64,blt.n,vadd.f64
mov,vldr,vadd.f64,vcmpe.f64,str,add.w,vmul.f64,sbcs.w,vcmpe.f64,beq.n,vcvt.s32.f64
cmp,mov,vsub.f64,vmrs,ldr,cmp.w,vdiv.f64,mov,vmov.f64,vsub.f32,vstr
bne.n,vnmls.f64,vadd.f64,bpl.n,str,bne.n,vadd.f64,mov,vmrs,add,vsub.f64
adds,vmul.f64,vsub.f64,vdiv.f64,ldr,uxth,beq.n,mov,ble.n,pop,vmov
pop,vmul.f64,vadd.f64,vmov.f64,str,lsrs,vsub.f64,bge.n,vdiv.f64,lsrs,vadd.f64
subs,vmla.f64,vsub.f64,vmov.f64,str,uxth,vabs.f64,adds,vadd.f64,bic.w,vstr
mov,vadd.f64,beq.n,vmov.f64,str,lsrs,vcmpe.f64,mov,blx,bic.w,and.w
cmp,vsub.f64,vsub.f64,vmla.f64,bl,mla,vmov.f64,adc.w,add,vsub.f32,add
bne.n,vmla.f64,vabs.f64,vmla.f64,push,mov.w,vmrs,cmp,add,vmov.f32,vpop
adds,vsub.f64,vcmpe.f64,vmls.f64,cmp,mla,bgt.n,sbcs.w,ldr,blx,ldmia.w
pop,vadd.f64,vmov.f64,vdiv.f64,sub,ldr.w,vmov,mov,vcmp.f64,add,bx
subs,vadd.f64,vmrs,vdiv.f64,ldrh.w,lsrs,adds,mov,push,add,cmp
mov,vsub.f64,bgt.n,b.n,ldrb.w,uxth,cmp,mov,vpush,ldr,bhi.n
cmp,vmla.f64,vmov,vcmp.f64,bgt.n,add.w,vcvt.f64.s32,bge.n,ldr,vmov,tbb
bne.n,vsub.f64,adds,vmrs,ldr,mla,vmul.f64,adds,vmov.f64,movw,vmov.f64
adds,vnmls.f64,adds,bne.n,subs,lsrs,vdiv.f64,mov,vmrs,movt,vldr
pop,vadd.f64,vmov,vcmp.f64,str,uxth,vadd.f64,adc.w,add,vmov.f32,vldr
subs,vmov.f64,adds,vmrs,ldr,mov.w,beq.n,cmp,bls.n,push,bl
mov,vmla.f64,vmov,beq.n,str,mov.w,vsub.f64,sbcs.w,vmov.f64,sub,vcmpe.f64
cmp,vmul.f64,adds,vcmp.f64,ldr,mla,vabs.f64,mov,vpop,bic.w,push
bne.n,vmla.f64,vmov,vmrs,str,mov.w,vcmpe.f64,mov,ldmia.w,cmp,vpush
adds,vmls.f64,adds,bne.n,ldr,mov,vmov.f64,mov,b.w,ble.n,mov
pop,vmul.f64,vcvt.f64.s32,vsub.f64,str,add.w,vmrs,bge.n,vmov,cmp.w,sub
subs,vmul.f64,vmov,vcmp.f64,ldr,orr.w,bgt.n,adds,push,blt.n,vmov.f64
mov,vadd.f64,adds,vmrs,str,ldr,vmov,mov,vpush,beq.n,vmrs
cmp,vmls.f64,vmov,ite,str,strb,adds,adc.w,vmov.f64,vsub.f32,vmov.f64
bne.n,vldr,mov,movne,str,lsrs,cmp,cmp,subw,add,ble.w
adds,vsub.f64,vmov,cmp,bl,orr.w,vcvt.f64.s32,sbcs.w,cmp.w,pop,ldr
pop,vadd.f64,adds,bne.w,push,strb.w,vmul.f64,mov,mov,vsub.f32,add
subs,vadd.f64,adds,vcmp.f64,cmp,ldr.w,vdiv.f64,mov,blt.w,vmul.f32,vldr
mov,vadd.f64,vmov,vmrs,sub,mov,vadd.f64,mov,movw,vmov.f32,vadd.f64
cmp,vsub.f64,cmp,bne.w,ldrh.w,lsrs,beq.n,bge.n,movt,blx,vmov
bne.n,vadd.f64,vdiv.f64,vsub.f64,ldrb.w,orr.w,vsub.f64,adds,cmp,add,vsub.f64
adds,vldr,vcvt.f64.s32,vcmp.f64,bgt.n,strb.w,vabs.f64,mov,it,add,vsub.f64
pop,vcmpe.f64,vdiv.f64,vmrs,ldr,lsrs,vcmpe.f64,adc.w,bgt.w,ldr,vmul.f64
subs,vmrs,vcvt.f64.s32,bne.n,subs,ldr.w,vmov.f64,cmp,movgt,vmov,vldr
mov,ite,vdiv.f64,vcmp.f64,str,orr.w,vmrs,sbcs.w,ldr.w,movw,vldr
cmp,vmlagt.f64,vcvt.f64.s32,vmrs,ldr,ldr,bgt.n,mov,add,movt,vldr
bne.n,vadd.f64,vdiv.f64,bne.n,str,strb,vmov,mov,vldr,vmov.f32,ldr
adds,vcmple.f64,vcvt.f64.s32,vsub.f64,ldr,lsrs,adds,mov,vsub.f64,push,lsls
pop,vmrs,vdiv.f64,vcmp.f64,str,orr.w,cmp,bge.n,vcmpe.f64,sub,vldr
subs,vcmpe.f64,vcvt.f64.s32,vmrs,ldr,strb.w,vcvt.f64.s32,adds,vmrs,bic.w,vldr
mov,beq.n,vdiv.f64,bne.n,str,ldr.w,vmul.f64,mov,it,cmp,add
cmp,vmrs,vcvt.f64.s32,vcmp.f64,ldr,lsrs,vdiv.f64,adc.w,bmi.n,ble.n,add.w
bne.n,it,vdiv.f64,vmrs,str,lsrs,vadd.f64,cmp,vmovmi.f64,cmp.w,vldr
adds,vnegle.f64,vcvt.f64.s32,bne.n,str,lsrs,beq.n,sbcs.w,ldr.w,blt.n,vldr
pop,add,vadd.f64,vsub.f64,str,strb.w,vsub.f64,mov,add,beq.n,add.w
subs,vpop,vdiv.f64,vcmp.f64,bl,ldr,vabs.f64,mov,vldr,vsub.f32,vldr
mov,pop,vsub.f64,vmrs,push,ldr.w,vcmpe.f64,mov,vcmpe.f64,add,vldr
cmp,vmov.f64,vadd.f64,beq.n,cmp,strb,vmov.f64,bge.n,vmrs,pop,vnmls.f64
bne.n,b.w,vsub.f64,vcmp.f64,sub,strb.w,vmrs,adds,ble.w,subs,vmov.f64
adds,add,vadd.f64,vmrs,ldrh.w,add.w,bgt.n,mov,ubfx,vdiv.f32,vmla.f64
pop,bl,vsub.f64,it,ldrb.w,cmp.w,vmov,adc.w,asrs,bne.n,vmul.f64
subs,push,vadd.f64,bne.n,bgt.n,bne.n,adds,cmp,orr.w,vadd.f32,vmla.f64
mov,vmrs,vsub.f64,vmov.f64,ldr,uxth,cmp,sbcs.w,subw,add,vadd.f64
cmp,bl,beq.n,vmoveq.f64,subs,lsrs,vcvt.f64.s32,mov,orr.w,eors,vsub.f64
bne.n,vmrs,vsub.f64,bx,str,uxth,vmul.f64,mov,adds,movw,vmls.f64
adds,adds,vabs.f64,vldr,ldr,lsrs,vdiv.f64,mov,ldr.w,lsrs,vsub.f64
pop,movw,vcmpe.f64,vldr,str,mla,vadd.f64,bge.n,vmov,movt,vadd.f64
subs,movt,vmov.f64,vsub.f64,ldr,mov.w,beq.n,adds,add,rsb,vadd.f64
mov,and.w,vmrs,vmov.f64,str,mla,vsub.f64,mov,vldr,eor.w,vsub.f64
cmp,beq.n,bgt.n,vmov.f64,ldr,ldr.w,vabs.f64,adc.w,vcmpe.f64,mvns,vmls.f64
bne.n,adds,vmov,vmov.f64,str,lsrs,vcmpe.f64,cmp,vmrs,add.w,vsub.f64
adds,iteee,adds,vmov.f64,ldr,uxth,vmov.f64,sbcs.w,bgt.w,rsb,vnmls.f64
pop,ldr,adds,bl,str,add.w,vmrs,mov,ldr.w,adds,vadd.f64
subs,movweq,vmov,vabs.f64,str,mla,bgt.n,mov,vmov.f64,sub.w,vmul.f64
mov,movtne,adds,vabs.f64,str,lsrs,vmov,mov,ldr.w,umull,vmls.f64
cmp,itt,vmov,vcmpe.f64,bl,uxth,adds,bge.n,add,vmul.f32,vmul.f64
bne.n,andne,adds,vmrs,push,mov.w,cmp,adds,vldr,umull,vmul.f64
adds,orrne,vmov,bpl.n,cmp,mov.w,vcvt.f64.s32,mov,add,lsrs,vsub.f64
pop,vmsr,adds,vdiv.f64,sub,mla,vmul.f64,adc.w,ldr.w,lsls,vmls.f64
subs,adds,vcvt.f64.s32,vmov.f64,ldrh.w,mov.w,vdiv.f64,cmp,vadd.f64,orr.w,vldr
mov,beq.n,vmov,vmov.f64,ldrb.w,mov,vadd.f64,sbcs.w,add.w,mov.w,vsub.f64
cmp,movs,adds,vmov.f64,bgt.n,add.w,beq.n,mov,vmov,mov.w,vsub.f64
bne.n,bx,vmov,vmla.f64,ldr,orr.w,vsub.f64,mov,add,orr.w,vadd.f64
adds,and.w,mov,vmla.f64,subs,ldr,vabs.f64,mov,vmov,vsub.f32,vadd.f64
pop,bl,vmov,vmls.f64,str,strb,vcmpe.f64,bge.n,ldr.w,vdiv.f32,vsub.f64
subs,sub,adds,vdiv.f64,ldr,lsrs,vmov.f64,adds,vcvt.f64.s32,vdiv.f32,vadd.f64
mov,movw,adds,vdiv.f64,str,orr.w,vmrs,mov,add,vmov.f32,vldr
cmp,movt,vmov,b.n,ldr,strb.w,bgt.n,adc.w,vldr,vadd.f32,vcmpe.f64
bne.n,mov.w,cmp,vcmp.f64,str,ldr.w,vmov,cmp,ldr.w,blx,vmrs
adds,str,vdiv.f64,vmrs,ldr,mov,adds,sbcs.w,add,add,ite
pop,movw,vcvt.f64.s32,bne.n,str,lsrs,cmp,mov,vldr,add,vnmls.f64
subs,movt,vdiv.f64,vcmp.f64,ldr,orr.w,vcvt.f64.s32,mov,ldr.w,ldr,vaddgt.f64
mov,str,vcvt.f64.s32,vmrs,str,strb.w,vmul.f64,mov,vstr,vmov,vcmple.f64
cmp,mov.w,vdiv.f64,beq.n,str,lsrs,vdiv.f64,bge.n,add,movw,vmrs
bne.n,str,vcvt.f64.s32,vcmp.f64,str,ldr.w,vadd.f64,adds,vldr,movt,beq.n
adds,lsls,vdiv.f64,vmrs,bl,orr.w,beq.n,mov,ldr.w,vmov.f32,lsls
pop,mov.w,vcvt.f64.s32,bne.n,push,ldr,vsub.f64,adc.w,vmov.f64,push,it
subs,str,vdiv.f64,vsub.f64,cmp,strb,vabs.f64,cmp,vstr,sub,add
mov,mov.w,vcvt.f64.s32,vcmp.f64,sub,lsrs,vcmpe.f64,sbcs.w,vldr,bic.w,vpopmi
cmp,str,vdiv.f64,vmrs,ldrh.w,orr.w,vmov.f64,mov,add,cmp,pop
bne.n,movt,vcvt.f64.s32,ite,ldrb.w,strb.w,vmrs,mov,vldr,ble.n,vmov.f64
adds,mov.w,vdiv.f64,movne,bgt.n,ldr.w,bgt.n,mov,ldr.w,cmp.w,b.w
pop,str,vcvt.f64.s32,cmp,ldr,lsrs,vmov,bge.n,ldr.w,blt.n,add
subs,str,vadd.f64,bne.w,subs,lsrs,adds,adds,add,beq.n,bl
mov,bpl.n,vdiv.f64,vcmp.f64,str,lsrs,cmp,mov,vldr,vsub.f32,push
cmp,lsls,vsub.f64,vmrs,ldr,strb.w,vcvt.f64.s32,adc.w,add,add,vmrs
bne.n,bpl.n,vadd.f64,bne.w,str,ldr,vmul.f64,cmp,addw,pop,bl
adds,lsls,vsub.f64,vsub.f64,ldr,ldr.w,vdiv.f64,sbcs.w,ubfx,vadd.f32,vmrs
pop,bpl.n,vadd.f64,vcmp.f64,str,strb,vadd.f64,mov,sub.w,vmul.f32,adds
subs,lsls,vsub.f64,vmrs,ldr,strb.w,beq.n,mov,add.w,vadd.f32,movw
mov,bpl.n,vadd.f64,bne.n,str,add.w,vsub.f64,mov,vldr,bl,movt
cmp,lsls,vsub.f64,vcmp.f64,ldr,cmp.w,vabs.f64,bge.n,vmla.f64,movw,and.w
bne.n,bpl.n,beq.n,vmrs,str,bne.n,vcmpe.f64,adds,add.w,movt,beq.n
adds,vldr,vsub.f64,bne.n,str,uxth,vmov.f64,mov,vmov,push,adds
pop,vldr,vabs.f64,vsub.f64,str,lsrs,vmrs,adc.w,vldr,movw,iteee
subs,vdiv.f32,vcmpe.f64,vcmp.f64,bl,uxth,bgt.n,cmp,vldr,ldmia.w,ldr
mov,vmrs,vmov.f64,vmrs,push,lsrs,vmov,sbcs.w,vmov,movw,movweq
cmp,movs,vmrs,bne.n,cmp,mla,adds,mov,vcvt.f64.s32,uxth,movtne
bne.n,add,bgt.n,vsub.f64,sub,mov.w,cmp,mov,vcmpe.f64,lsrs,itt
adds,bx,vmov,vcmp.f64,ldrh.w,mla,vcvt.f64.s32,mov,vmrs,uxth,andne
pop,movs,adds,vmrs,ldrb.w,ldr.w,vmul.f64,bge.n,ubfx,lsrs,orrne
subs,pop,adds,beq.n,bgt.n,lsrs,vdiv.f64,adds,sub.w,mla,vmsr
mov,vmov.f64,vmov,vmov.f64,ldr,uxth,vadd.f64,mov,vmov,mla,adds
cmp,add,adds,vmov.f64,subs,add.w,beq.n,adc.w,add.w,pop,beq.n
bne.n,vpop,vmov,bx,str,mla,vsub.f64,cmp,add.w,str,movs
adds,pop,adds,vldr,ldr,lsrs,vabs.f64,sbcs.w,vldr,add.w,bx
pop,vadd.f64,vmov,vldr,str,uxth,vcmpe.f64,mov,vstr,str,and.w
subs,vmul.f64,adds,vadd.f64,ldr,mov.w,vmov.f64,mov,vcvt.f64.s32,bx,bl
mov,vadd.f64,vcvt.f64.s32,vadd.f64,str,mov.w,vmrs,mov,vldr,vmov.f32,sub
cmp,bl,vmov,vmov.f64,ldr,mla,bgt.n,bge.n,vldr,vadd.f32,movw
bne.n,movw,adds,vmov.f64,str,mov.w,bx,adds,vldr,vdiv.f32,movt
adds,movt,vmov,vmov.f64,ldr,mov,ldrd,mov,vmla.f64,mul.w,mov.w
pop,push,mov,vmov.f64,str,add.w,ldrb.w,adc.w,vldr,bl,str
subs,movw,vmov,bl,str,orr.w,adds,cmp,vmov.f64,movw,movw
mov,ldmia.w,adds,vmov.f64,str,ldr,adc.w,sbcs.w,vmov.f64,movt,movt
cmp,movw,adds,vpush,bl,strb,strd,mov,vmla.f64,push,str
bne.n,uxth,vmov,vmul.f64,push,lsrs,cmp,mov,vmul.f64,movw,mov.w
adds,lsrs,cmp,vmul.f64,cmp,orr.w,beq.n,mov,vmul.f64,ldmia.w,str
pop,uxth,vdiv.f64,vmul.f64,sub,strb.w,orrs.w,bge.n,vsub.f64,movw,lsls
subs,lsrs,vcvt.f64.s32,vmul.f64,ldrh.w,ldr.w,beq.n,adds,vmul.f64,uxth,mov.w
mov,mla,vdiv.f64,vsub.f64,ldrb.w,mov,cmp,mov,vmla.f64,lsrs,str
cmp,mla,vcvt.f64.s32,vcmp.f64,bgt.n,lsrs,it,adc.w,vmul.f64,uxth,mov.w
bne.n,pop,vdiv.f64,vadd.f64,ldr,orr.w,cmpeq,cmp,it,lsrs,str
adds,str,vcvt.f64.s32,vmrs,subs,strb.w,bcc.n,sbcs.w,vmla.f64,mla,movt
pop,add.w,vdiv.f64,bne.n,str,lsrs,mov,mov,vaddmi.f64,mla,mov.w
subs,str,vcvt.f64.s32,vcmp.f64,ldr,ldr.w,blx,mov,vmul.f64,pop,str
mov,bx,vdiv.f64,vmrs,str,orr.w,vmov.f64,mov,bmi.n,str,str
cmp,vmov.f64,vcvt.f64.s32,beq.n,ldr,ldr,movs,bge.n,vmov.f64,add.w,bpl.n
bne.n,vadd.f64,vdiv.f64,vsub.f64,str,strb,vldr,adds,vcmpe.f64,str,lsls
adds,vdiv.f64,vcvt.f64.s32,vcmp.f64,ldr,lsrs,vmov.f64,mov,vmrs,bx,bpl.n
pop,mul.w,vdiv.f64,vmrs,str,orr.w,vmov.f64,adc.w,it,eor.w,lsls
subs,bl,vcvt.f64.s32,bne.w,ldr,strb.w,vmov.f64,cmp,bmi.n,bl,bpl.n
mov,movw,vadd.f64,vcmp.f64,str,ldr.w,b.n,sbcs.w,vmovmi.f64,movw,lsls
cmp,movt,vdiv.f64,vmrs,str,lsrs,vsub.f64,mov,vcmpe.f64,movt,bpl.n
bne.n,push,vsub.f64,bne.w,str,lsrs,vabs.f64,mov,vmrs,push,lsls
adds,movw,vadd.f64,vsub.f64,bl,lsrs,vcmpe.f64,mov,ite,movw,bpl.n
pop,ldmia.w,vsub.f64,vcmp.f64,push,strb.w,vmov.f64,bge.n,vsubgt.f64,ldmia.w,vldr
subs,movw,vadd.f64,vmrs,cmp,ldr,vmrs,adds,vcmpe.f64,movw,vldr
mov,uxth,vsub.f64,bne.w,sub,ldr.w,bgt.n,mov,vaddle.f64,uxth,vdiv.f32
cmp,lsrs,vadd.f64,vcmp.f64,ldrh.w,strb,vmov,adc.w,vmrs,lsrs,vmrs
bne.n,uxth,vsub.f64,vmrs,ldrb.w,strb.w,adds,cmp,vadd.f64,uxth,movs
adds,lsrs,beq.n,bne.w,bgt.n,add.w,cmp,sbcs.w,it,lsrs,add
pop,mla,vsub.f64,movs,ldr,cmp.w,vcvt.f64.s32,mov,bmi.n,mla,bx
subs,mla,vabs.f64,vsub.f64,subs,bne.n,vmul.f64,mov,vmovmi.f64,mla,movs
mov,pop,vcmpe.f64,vcmp.f64,str,uxth,vdiv.f64,mov,vcmpe.f64,pop,pop
cmp,str,vmov.f64,vmrs,ldr,lsrs,vadd.f64,bge.n,vmrs,str,vmov.f64
bne.n,add.w,vmrs,vcmp.f64,str,uxth,beq.n,adds,it,add.w,add
adds,str,bgt.n,ite,ldr,lsrs,vsub.f64,mov,bmi.n,str,vpop
pop,bx,vmov,movs,str,mla,vabs.f64,adc.w,vmovmi.f64,bx,pop
subs,eor.w,adds,vmrsne,ldr,mov.w,vcmpe.f64,cmp,vcmpe.f64,vmul.f32,lsrs
mov,bl,adds,bne.w,str,mla,vmov.f64,sbcs.w,ldr,add,bic.w
cmp,movw,vmov,vsub.f64,ldr,ldr.w,vmrs,mov,add,bl,bic.w
bne.n,movt,adds,vcmp.f64,str,lsrs,bgt.n,mov,vldr,movw,vsub.f64
adds,push,vmov,vmrs,str,uxth,vmov,mov,ldr,movt,vmov.f64
pop,movw,adds,vcmp.f64,str,add.w,adds,bge.n,vmrs,push,blx
subs,ldmia.w,vmov,ite,bl,mla,cmp,adds,it,movw,add
mov,movw,adds,movs,push,lsrs,vcvt.f64.s32,mov,vsubgt.f64,ldmia.w,add
cmp,uxth,vcvt.f64.s32,vmrsne,cmp,uxth,vmul.f64,adc.w,add,movw,ldr
bne.n,lsrs,vmov,bne.n,sub,mov.w,vdiv.f64,cmp,vldr,uxth,push
adds,uxth,adds,cmp,ldrh.w,mov.w,vadd.f64,sbcs.w,it,lsrs,vpush
pop,lsrs,vmov,bne.n,ldrb.w,mla,beq.n,mov,vadd.f64,uxth,vmov.f64
subs,mla,mov,vsub.f64,bgt.n,mov.w,vsub.f64,mov,vldrle,lsrs,sub
mov,mla,vmov,vcmp.f64,ldr,mov,vabs.f64,mov,vadd.f64,mla,add
cmp,pop,adds,vmrs,subs,add.w,vcmpe.f64,bge.n,vadd.f64,mla,bl
bne.n,str,adds,bne.n,str,orr.w,vmov.f64,adds,vadd.f64,pop,vmrs
adds,add.w,vmov,vcmp.f64,ldr,ldr,vmrs,mov,vmla.f64,str,bic.w
pop,str,cmp,vmrs,str,strb,bgt.n,adc.w,vadd.f64,add.w,str
subs,bx,vdiv.f64,bne.n,ldr,lsrs,vmov,cmp,vadd.f64,str,bic.w
mov,vmul.f64,vcvt.f64.s32,vsub.f64,str,orr.w,adds,sbcs.w,vsub.f64,bx,vmsr
cmp,add,vdiv.f64,vcmp.f64,ldr,strb.w,cmp,mov,vadd.f64,vadd.f32,movs
bne.n,bl,vcvt.f64.s32,vmrs,str,ldr.w,vcvt.f64.s32,mov,vadd.f64,umull,bx
adds,movw,vdiv.f64,bne.n,ldr,mov,vmul.f64,mov,vcmp.f64,subs,movs
pop,movt,vcvt.f64.s32,vcmp.f64,str,lsrs,vdiv.f64,bge.n,vmrs,add.w,bl
subs,push,vdiv.f64,vmrs,str,orr.w,vadd.f64,adds,beq.w,lsrs,cmp.w
mov,movw,vcvt.f64.s32,bne.n,str,strb.w,beq.n,mov,add.w,orr.w,beq.n
cmp,ldmia.w,vdiv.f64,vsub.f64,bl,lsrs,vsub.f64,adc.w,add.w,rsb,ble.n
bne.n,movw,vcvt.f64.s32,vcmp.f64,push,ldr.w,vabs.f64,cmp,vpop,umull,cmp
adds,uxth,vdiv.f64,vmrs,cmp,orr.w,vcmpe.f64,sbcs.w,pop,blx,bne.n
pop,lsrs,vcvt.f64.s32,bne.n,sub,ldr,vmov.f64,mov,vadd.f64,add,vmrs
subs,uxth,vdiv.f64,vcmp.f64,ldrh.w,strb,vmrs,mov,vcmpe.f64,add,bic.w
mov,lsrs,vcvt.f64.s32,vmrs,ldrb.w,lsrs,bgt.n,mov,vmov.f64,ldr,orrs
cmp,mla,vadd.f64,bne.n,bgt.n,orr.w,vmov,bge.n,vmrs,vmov,vmsr
bne.n,mla,vdiv.f64,vsub.f64,ldr,strb.w,adds,adds,vsub.f64,movw,movs
adds,pop,vsub.f64,vcmp.f64,subs,ldr.w,cmp,mov,vmov.f64,movt,bx
pop,str,vadd.f64,vmrs,str,lsrs,vcvt.f64.s32,adc.w,bmi.n,vmov.f32,vmov
subs,add.w,vsub.f64,beq.n,ldr,lsrs,vmul.f64,cmp,vsub.f64,push,vmov.f64
mov,str,vadd.f64,vcmp.f64,str,lsrs,vdiv.f64,sbcs.w,vabs.f64,sub,bic.w
cmp,bx,vsub.f64,vmrs,ldr,strb.w,vadd.f64,mov,vcmpe.f64,bic.w,cmp.w
bne.n,umull,vadd.f64,bne.n,str,ldr,beq.n,mov,vmov.f64,cmp,blt.n
adds,subs,vsub.f64,vpop,ldr,ldr.w,vsub.f64,mov,vmrs,ble.n,movw
pop,add.w,beq.n,vmov.f64,str,strb,vabs.f64,bge.n,ble.n,cmp.w,movt
subs,lsrs,vsub.f64,vmov.f64,ldr,strb.w,vcmpe.f64,adds,vdiv.f64,blt.n,cmp
mov,orr.w,vabs.f64,bx,str,add.w,vmov.f64,mov,vadd.f64,beq.n,bgt.n
cmp,vadd.f64,vcmpe.f64,vadd.f64,str,cmp.w,vmrs,adc.w,blx,vsub.f32,movw
bne.n,rsb,vmov.f64,vadd.f64,str,bne.n,bgt.n,cmp,add,add,movt
adds,umull,vmrs,vmov.f64,bl,uxth,vmov,sbcs.w,add,pop,cmp
pop,blx,bgt.n,vmov.f64,push,lsrs,adds,mov,ldr,lsrs,bgt.n
subs,add,vmov,vmov.f64,cmp,uxth,cmp,mov,vcmp.f64,bic.w,movw
mov,add,adds,vmov.f64,sub,lsrs,vcvt.f64.s32,mov,push,bic.w,movt
cmp,ldr,adds,blx,ldrh.w,mla,vmul.f64,bge.n,vpush,vsub.f32,cmp
bne.n,push,vmov,add,ldrb.w,mov.w,vdiv.f64,adds,ldr,vmov.f32,bgt.w
adds,vpush,adds,add,bgt.n,mla,vadd.f64,mov,vmov.f64,blx,movw
pop,vmov.f64,vmov,ldr,ldr,ldr.w,beq.n,adc.w,vmrs,add,movt
subs,sub,adds,push,subs,lsrs,vsub.f64,cmp,add,add,cmp
mov,add,vmov,vpush,str,uxth,vabs.f64,sbcs.w,bls.n,ldr,bgt.w
cmp,bl,adds,sub,ldr,add.w,vcmpe.f64,mov,vmov.f64,vmov,movw
bne.n,vmrs,vcvt.f64.s32,vmov.f64,str,mla,vmov.f64,mov,vpop,movw,movt
adds,bic.w,vmov,vmov.f64,ldr,lsrs,vmrs,mov,ldmia.w,movt,cmp
pop,str,adds,blx,str,uxth,bgt.n,bge.n,b.w,vmov.f32,ble.w
subs,bic.w,vmov,add,ldr,mov.w,vmov,adds,vmov,push,vmov.f64
mov,vmsr,mov,add,str,mov.w,adds,mov,push,sub,add
cmp,movs,vmov,ldr,ldr,mla,cmp,adc.w,vpush,bic.w,add
bne.n,bx,adds,vmov,str,mov.w,vcvt.f64.s32,cmp,vmov.f64,cmp,bl
adds,movs,adds,and.w,str,mov,vmul.f64,sbcs.w,subw,ble.n,ldr
