bne.n,lsls,vcvt.f64.s32,bx,sub,strb.w,vsub.f64,cmp,pop,movw
adds,vldr,vdiv.f64,vmov.f64,ldrh.w,ldr.w,vabs.f64,sbcs.w,vadd.f64,movt
pop,add,vcvt.f64.s32,vmov.f64,ldrb.w,lsrs,vcmpe.f64,mov,vcmpe.f64,vmov.f32
subs,vldr,vdiv.f64,vmov.f64,bgt.n,lsrs,vmov.f64,mov,vmov.f64,push
mov,add.w,vcvt.f64.s32,vmov.f64,ldr,lsrs,vmrs,mov,vmrs,sub
cmp,vldr,vdiv.f64,vmov.f64,subs,strb.w,bgt.n,bge.n,vsub.f64,bic.w
bne.n,vldr,vcvt.f64.s32,vsub.f64,str,ldr,vmov,adds,vmov.f64,cmp
adds,vldr,vadd.f64,bl,ldr,ldr.w,adds,mov,bmi.n,ble.n
pop,vldr,vdiv.f64,vabs.f64,str,strb,cmp,adc.w,vsub.f64,cmp.w
subs,add.w,vsub.f64,vabs.f64,ldr,strb.w,vcvt.f64.s32,cmp,vabs.f64,blt.n
mov,vldr,vadd.f64,vcmpe.f64,str,add.w,vmul.f64,sbcs.w,vcmpe.f64,beq.n
cmp,mov,vsub.f64,vmrs,ldr,cmp.w,vdiv.f64,mov,vmov.f64,vsub.f32
bne.n,vnmls.f64,vadd.f64,bpl.n,str,bne.n,vadd.f64,mov,vmrs,add
adds,vmul.f64,vsub.f64,vdiv.f64,ldr,uxth,beq.n,mov,ble.n,pop
pop,vmul.f64,vadd.f64,vmov.f64,str,lsrs,vsub.f64,bge.n,vdiv.f64,lsrs
subs,vmla.f64,vsub.f64,vmov.f64,str,uxth,vabs.f64,adds,vadd.f64,bic.w
mov,vadd.f64,beq.n,vmov.f64,str,lsrs,vcmpe.f64,mov,blx,bic.w
cmp,vsub.f64,vsub.f64,vmla.f64,bl,mla,vmov.f64,adc.w,add,vsub.f32
bne.n,vmla.f64,vabs.f64,vmla.f64,push,mov.w,vmrs,cmp,add,vmov.f32
adds,vsub.f64,vcmpe.f64,vmls.f64,cmp,mla,bgt.n,sbcs.w,ldr,blx
pop,vadd.f64,vmov.f64,vdiv.f64,sub,ldr.w,vmov,mov,vcmp.f64,add
subs,vadd.f64,vmrs,vdiv.f64,ldrh.w,lsrs,adds,mov,push,add
mov,vsub.f64,bgt.n,b.n,ldrb.w,uxth,cmp,mov,vpush,ldr
cmp,vmla.f64,vmov,vcmp.f64,bgt.n,add.w,vcvt.f64.s32,bge.n,ldr,vmov
bne.n,vsub.f64,adds,vmrs,ldr,mla,vmul.f64,adds,vmov.f64,movw
adds,vnmls.f64,adds,bne.n,subs,lsrs,vdiv.f64,mov,vmrs,movt
pop,vadd.f64,vmov,vcmp.f64,str,uxth,vadd.f64,adc.w,add,vmov.f32
subs,vmov.f64,adds,vmrs,ldr,mov.w,beq.n,cmp,bls.n,push
mov,vmla.f64,vmov,beq.n,str,mov.w,vsub.f64,sbcs.w,vmov.f64,sub
cmp,vmul.f64,adds,vcmp.f64,ldr,mla,vabs.f64,mov,vpop,bic.w
bne.n,vmla.f64,vmov,vmrs,str,mov.w,vcmpe.f64,mov,ldmia.w,cmp
adds,vmls.f64,adds,bne.n,ldr,mov,vmov.f64,mov,b.w,ble.n
pop,vmul.f64,vcvt.f64.s32,vsub.f64,str,add.w,vmrs,bge.n,vmov,cmp.w
subs,vmul.f64,vmov,vcmp.f64,ldr,orr.w,bgt.n,adds,push,blt.n
mov,vadd.f64,adds,vmrs,str,ldr,vmov,mov,vpush,beq.n
cmp,vmls.f64,vmov,ite,str,strb,adds,adc.w,vmov.f64,vsub.f32
bne.n,vldr,mov,movne,str,lsrs,cmp,cmp,subw,add
adds,vsub.f64,vmov,cmp,bl,orr.w,vcvt.f64.s32,sbcs.w,cmp.w,pop
pop,vadd.f64,adds,bne.w,push,strb.w,vmul.f64,mov,mov,vsub.f32
subs,vadd.f64,adds,vcmp.f64,cmp,ldr.w,vdiv.f64,mov,blt.w,vmul.f32
mov,vadd.f64,vmov,vmrs,sub,mov,vadd.f64,mov,movw,vmov.f32
cmp,vsub.f64,cmp,bne.w,ldrh.w,lsrs,beq.n,bge.n,movt,blx
bne.n,vadd.f64,vdiv.f64,vsub.f64,ldrb.w,orr.w,vsub.f64,adds,cmp,add
adds,vldr,vcvt.f64.s32,vcmp.f64,bgt.n,strb.w,vabs.f64,mov,it,add
pop,vcmpe.f64,vdiv.f64,vmrs,ldr,lsrs,vcmpe.f64,adc.w,bgt.w,ldr
subs,vmrs,vcvt.f64.s32,bne.n,subs,ldr.w,vmov.f64,cmp,movgt,vmov
mov,ite,vdiv.f64,vcmp.f64,str,orr.w,vmrs,sbcs.w,ldr.w,movw
cmp,vmlagt.f64,vcvt.f64.s32,vmrs,ldr,ldr,bgt.n,mov,add,movt
bne.n,vadd.f64,vdiv.f64,bne.n,str,strb,vmov,mov,vldr,vmov.f32
adds,vcmple.f64,vcvt.f64.s32,vsub.f64,ldr,lsrs,adds,mov,vsub.f64,push
pop,vmrs,vdiv.f64,vcmp.f64,str,orr.w,cmp,bge.n,vcmpe.f64,sub
subs,vcmpe.f64,vcvt.f64.s32,vmrs,ldr,strb.w,vcvt.f64.s32,adds,vmrs,bic.w
mov,beq.n,vdiv.f64,bne.n,str,ldr.w,vmul.f64,mov,it,cmp
cmp,vmrs,vcvt.f64.s32,vcmp.f64,ldr,lsrs,vdiv.f64,adc.w,bmi.n,ble.n
bne.n,it,vdiv.f64,vmrs,str,lsrs,vadd.f64,cmp,vmovmi.f64,cmp.w
adds,vnegle.f64,vcvt.f64.s32,bne.n,str,lsrs,beq.n,sbcs.w,ldr.w,blt.n
pop,add,vadd.f64,vsub.f64,str,strb.w,vsub.f64,mov,add,beq.n
subs,vpop,vdiv.f64,vcmp.f64,bl,ldr,vabs.f64,mov,vldr,vsub.f32
mov,pop,vsub.f64,vmrs,push,ldr.w,vcmpe.f64,mov,vcmpe.f64,add
cmp,vmov.f64,vadd.f64,beq.n,cmp,strb,vmov.f64,bge.n,vmrs,pop
bne.n,b.w,vsub.f64,vcmp.f64,sub,strb.w,vmrs,adds,ble.w,subs
adds,add,vadd.f64,vmrs,ldrh.w,add.w,bgt.n,mov,ubfx,vdiv.f32
pop,bl,vsub.f64,it,ldrb.w,cmp.w,vmov,adc.w,asrs,bne.n
subs,push,vadd.f64,bne.n,bgt.n,bne.n,adds,cmp,orr.w,vadd.f32
mov,vmrs,vsub.f64,vmov.f64,ldr,uxth,cmp,sbcs.w,subw,add
cmp,bl,beq.n,vmoveq.f64,subs,lsrs,vcvt.f64.s32,mov,orr.w,eors
bne.n,vmrs,vsub.f64,bx,str,uxth,vmul.f64,mov,adds,movw
adds,adds,vabs.f64,vldr,ldr,lsrs,vdiv.f64,mov,ldr.w,lsrs
pop,movw,vcmpe.f64,vldr,str,mla,vadd.f64,bge.n,vmov,movt
subs,movt,vmov.f64,vsub.f64,ldr,mov.w,beq.n,adds,add,rsb
mov,and.w,vmrs,vmov.f64,str,mla,vsub.f64,mov,vldr,eor.w
cmp,beq.n,bgt.n,vmov.f64,ldr,ldr.w,vabs.f64,adc.w,vcmpe.f64,mvns
bne.n,adds,vmov,vmov.f64,str,lsrs,vcmpe.f64,cmp,vmrs,add.w
adds,iteee,adds,vmov.f64,ldr,uxth,vmov.f64,sbcs.w,bgt.w,rsb
pop,ldr,adds,bl,str,add.w,vmrs,mov,ldr.w,adds
subs,movweq,vmov,vabs.f64,str,mla,bgt.n,mov,vmov.f64,sub.w
mov,movtne,adds,vabs.f64,str,lsrs,vmov,mov,ldr.w,umull
cmp,itt,vmov,vcmpe.f64,bl,uxth,adds,bge.n,add,vmul.f32
bne.n,andne,adds,vmrs,push,mov.w,cmp,adds,vldr,umull
adds,orrne,vmov,bpl.n,cmp,mov.w,vcvt.f64.s32,mov,add,lsrs
pop,vmsr,adds,vdiv.f64,sub,mla,vmul.f64,adc.w,ldr.w,lsls
subs,adds,vcvt.f64.s32,vmov.f64,ldrh.w,mov.w,vdiv.f64,cmp,vadd.f64,orr.w
mov,beq.n,vmov,vmov.f64,ldrb.w,mov,vadd.f64,sbcs.w,add.w,mov.w
cmp,movs,adds,vmov.f64,bgt.n,add.w,beq.n,mov,vmov,mov.w
bne.n,bx,vmov,vmla.f64,ldr,orr.w,vsub.f64,mov,add,orr.w
adds,and.w,mov,vmla.f64,subs,ldr,vabs.f64,mov,vmov,vsub.f32
pop,bl,vmov,vmls.f64,str,strb,vcmpe.f64,bge.n,ldr.w,vdiv.f32
subs,sub,adds,vdiv.f64,ldr,lsrs,vmov.f64,adds,vcvt.f64.s32,vdiv.f32
mov,movw,adds,vdiv.f64,str,orr.w,vmrs,mov,add,vmov.f32
cmp,movt,vmov,b.n,ldr,strb.w,bgt.n,adc.w,vldr,vadd.f32
bne.n,mov.w,cmp,vcmp.f64,str,ldr.w,vmov,cmp,ldr.w,blx
adds,str,vdiv.f64,vmrs,ldr,mov,adds,sbcs.w,add,add
pop,movw,vcvt.f64.s32,bne.n,str,lsrs,cmp,mov,vldr,add
subs,movt,vdiv.f64,vcmp.f64,ldr,orr.w,vcvt.f64.s32,mov,ldr.w,ldr
mov,str,vcvt.f64.s32,vmrs,str,strb.w,vmul.f64,mov,vstr,vmov
cmp,mov.w,vdiv.f64,beq.n,str,lsrs,vdiv.f64,bge.n,add,movw
bne.n,str,vcvt.f64.s32,vcmp.f64,str,ldr.w,vadd.f64,adds,vldr,movt
adds,lsls,vdiv.f64,vmrs,bl,orr.w,beq.n,mov,ldr.w,vmov.f32
pop,mov.w,vcvt.f64.s32,bne.n,push,ldr,vsub.f64,adc.w,vmov.f64,push
subs,str,vdiv.f64,vsub.f64,cmp,strb,vabs.f64,cmp,vstr,sub
mov,mov.w,vcvt.f64.s32,vcmp.f64,sub,lsrs,vcmpe.f64,sbcs.w,vldr,bic.w
cmp,str,vdiv.f64,vmrs,ldrh.w,orr.w,vmov.f64,mov,add,cmp
bne.n,movt,vcvt.f64.s32,ite,ldrb.w,strb.w,vmrs,mov,vldr,ble.n
adds,mov.w,vdiv.f64,movne,bgt.n,ldr.w,bgt.n,mov,ldr.w,cmp.w
pop,str,vcvt.f64.s32,cmp,ldr,lsrs,vmov,bge.n,ldr.w,blt.n
subs,str,vadd.f64,bne.w,subs,lsrs,adds,adds,add,beq.n
mov,bpl.n,vdiv.f64,vcmp.f64,str,lsrs,cmp,mov,vldr,vsub.f32
cmp,lsls,vsub.f64,vmrs,ldr,strb.w,vcvt.f64.s32,adc.w,add,add
bne.n,bpl.n,vadd.f64,bne.w,str,ldr,vmul.f64,cmp,addw,pop
adds,lsls,vsub.f64,vsub.f64,ldr,ldr.w,vdiv.f64,sbcs.w,ubfx,vadd.f32
pop,bpl.n,vadd.f64,vcmp.f64,str,strb,vadd.f64,mov,sub.w,vmul.f32
subs,lsls,vsub.f64,vmrs,ldr,strb.w,beq.n,mov,add.w,vadd.f32
mov,bpl.n,vadd.f64,bne.n,str,add.w,vsub.f64,mov,vldr,bl
cmp,lsls,vsub.f64,vcmp.f64,ldr,cmp.w,vabs.f64,bge.n,vmla.f64,movw
bne.n,bpl.n,beq.n,vmrs,str,bne.n,vcmpe.f64,adds,add.w,movt
adds,vldr,vsub.f64,bne.n,str,uxth,vmov.f64,mov,vmov,push
pop,vldr,vabs.f64,vsub.f64,str,lsrs,vmrs,adc.w,vldr,movw
subs,vdiv.f32,vcmpe.f64,vcmp.f64,bl,uxth,bgt.n,cmp,vldr,ldmia.w
mov,vmrs,vmov.f64,vmrs,push,lsrs,vmov,sbcs.w,vmov,movw
cmp,movs,vmrs,bne.n,cmp,mla,adds,mov,vcvt.f64.s32,uxth
bne.n,add,bgt.n,vsub.f64,sub,mov.w,cmp,mov,vcmpe.f64,lsrs
adds,bx,vmov,vcmp.f64,ldrh.w,mla,vcvt.f64.s32,mov,vmrs,uxth
pop,movs,adds,vmrs,ldrb.w,ldr.w,vmul.f64,bge.n,ubfx,lsrs
subs,pop,adds,beq.n,bgt.n,lsrs,vdiv.f64,adds,sub.w,mla
mov,vmov.f64,vmov,vmov.f64,ldr,uxth,vadd.f64,mov,vmov,mla
cmp,add,adds,vmov.f64,subs,add.w,beq.n,adc.w,add.w,pop
bne.n,vpop,vmov,bx,str,mla,vsub.f64,cmp,add.w,str
adds,pop,adds,vldr,ldr,lsrs,vabs.f64,sbcs.w,vldr,add.w
pop,vadd.f64,vmov,vldr,str,uxth,vcmpe.f64,mov,vstr,str
subs,vmul.f64,adds,vadd.f64,ldr,mov.w,vmov.f64,mov,vcvt.f64.s32,bx
mov,vadd.f64,vcvt.f64.s32,vadd.f64,str,mov.w,vmrs,mov,vldr,vmov.f32
cmp,bl,vmov,vmov.f64,ldr,mla,bgt.n,bge.n,vldr,vadd.f32
bne.n,movw,adds,vmov.f64,str,mov.w,bx,adds,vldr,vdiv.f32
adds,movt,vmov,vmov.f64,ldr,mov,ldrd,mov,vmla.f64,mul.w
pop,push,mov,vmov.f64,str,add.w,ldrb.w,adc.w,vldr,bl
subs,movw,vmov,bl,str,orr.w,adds,cmp,vmov.f64,movw
mov,ldmia.w,adds,vmov.f64,str,ldr,adc.w,sbcs.w,vmov.f64,movt
cmp,movw,adds,vpush,bl,strb,strd,mov,vmla.f64,push
bne.n,uxth,vmov,vmul.f64,push,lsrs,cmp,mov,vmul.f64,movw
adds,lsrs,cmp,vmul.f64,cmp,orr.w,beq.n,mov,vmul.f64,ldmia.w
pop,uxth,vdiv.f64,vmul.f64,sub,strb.w,orrs.w,bge.n,vsub.f64,movw
subs,lsrs,vcvt.f64.s32,vmul.f64,ldrh.w,ldr.w,beq.n,adds,vmul.f64,uxth
mov,mla,vdiv.f64,vsub.f64,ldrb.w,mov,cmp,mov,vmla.f64,lsrs
cmp,mla,vcvt.f64.s32,vcmp.f64,bgt.n,lsrs,it,adc.w,vmul.f64,uxth
bne.n,pop,vdiv.f64,vadd.f64,ldr,orr.w,cmpeq,cmp,it,lsrs
adds,str,vcvt.f64.s32,vmrs,subs,strb.w,bcc.n,sbcs.w,vmla.f64,mla
pop,add.w,vdiv.f64,bne.n,str,lsrs,mov,mov,vaddmi.f64,mla
subs,str,vcvt.f64.s32,vcmp.f64,ldr,ldr.w,blx,mov,vmul.f64,pop
mov,bx,vdiv.f64,vmrs,str,orr.w,vmov.f64,mov,bmi.n,str
cmp,vmov.f64,vcvt.f64.s32,beq.n,ldr,ldr,movs,bge.n,vmov.f64,add.w
bne.n,vadd.f64,vdiv.f64,vsub.f64,str,strb,vldr,adds,vcmpe.f64,str
adds,vdiv.f64,vcvt.f64.s32,vcmp.f64,ldr,lsrs,vmov.f64,mov,vmrs,bx
pop,mul.w,vdiv.f64,vmrs,str,orr.w,vmov.f64,adc.w,it,eor.w
subs,bl,vcvt.f64.s32,bne.w,ldr,strb.w,vmov.f64,cmp,bmi.n,bl
mov,movw,vadd.f64,vcmp.f64,str,ldr.w,b.n,sbcs.w,vmovmi.f64,movw
cmp,movt,vdiv.f64,vmrs,str,lsrs,vsub.f64,mov,vcmpe.f64,movt
bne.n,push,vsub.f64,bne.w,str,lsrs,vabs.f64,mov,vmrs,push
adds,movw,vadd.f64,vsub.f64,bl,lsrs,vcmpe.f64,mov,ite,movw
pop,ldmia.w,vsub.f64,vcmp.f64,push,strb.w,vmov.f64,bge.n,vsubgt.f64,ldmia.w
subs,movw,vadd.f64,vmrs,cmp,ldr,vmrs,adds,vcmpe.f64,movw
mov,uxth,vsub.f64,bne.w,sub,ldr.w,bgt.n,mov,vaddle.f64,uxth
cmp,lsrs,vadd.f64,vcmp.f64,ldrh.w,strb,vmov,adc.w,vmrs,lsrs
bne.n,uxth,vsub.f64,vmrs,ldrb.w,strb.w,adds,cmp,vadd.f64,uxth
adds,lsrs,beq.n,bne.w,bgt.n,add.w,cmp,sbcs.w,it,lsrs
pop,mla,vsub.f64,movs,ldr,cmp.w,vcvt.f64.s32,mov,bmi.n,mla
subs,mla,vabs.f64,vsub.f64,subs,bne.n,vmul.f64,mov,vmovmi.f64,mla
mov,pop,vcmpe.f64,vcmp.f64,str,uxth,vdiv.f64,mov,vcmpe.f64,pop
cmp,str,vmov.f64,vmrs,ldr,lsrs,vadd.f64,bge.n,vmrs,str
bne.n,add.w,vmrs,vcmp.f64,str,uxth,beq.n,adds,it,add.w
adds,str,bgt.n,ite,ldr,lsrs,vsub.f64,mov,bmi.n,str
pop,bx,vmov,movs,str,mla,vabs.f64,adc.w,vmovmi.f64,bx
subs,eor.w,adds,vmrsne,ldr,mov.w,vcmpe.f64,cmp,vcmpe.f64,vmul.f32
mov,bl,adds,bne.w,str,mla,vmov.f64,sbcs.w,ldr,add
cmp,movw,vmov,vsub.f64,ldr,ldr.w,vmrs,mov,add,bl
bne.n,movt,adds,vcmp.f64,str,lsrs,bgt.n,mov,vldr,movw
adds,push,vmov,vmrs,str,uxth,vmov,mov,ldr,movt
pop,movw,adds,vcmp.f64,str,add.w,adds,bge.n,vmrs,push
subs,ldmia.w,vmov,ite,bl,mla,cmp,adds,it,movw
mov,movw,adds,movs,push,lsrs,vcvt.f64.s32,mov,vsubgt.f64,ldmia.w
cmp,uxth,vcvt.f64.s32,vmrsne,cmp,uxth,vmul.f64,adc.w,add,movw
bne.n,lsrs,vmov,bne.n,sub,mov.w,vdiv.f64,cmp,vldr,uxth
adds,uxth,adds,cmp,ldrh.w,mov.w,vadd.f64,sbcs.w,it,lsrs
pop,lsrs,vmov,bne.n,ldrb.w,mla,beq.n,mov,vadd.f64,uxth
subs,mla,mov,vsub.f64,bgt.n,mov.w,vsub.f64,mov,vldrle,lsrs
mov,mla,vmov,vcmp.f64,ldr,mov,vabs.f64,mov,vadd.f64,mla
cmp,pop,adds,vmrs,subs,add.w,vcmpe.f64,bge.n,vadd.f64,mla
bne.n,str,adds,bne.n,str,orr.w,vmov.f64,adds,vadd.f64,pop
adds,add.w,vmov,vcmp.f64,ldr,ldr,vmrs,mov,vmla.f64,str
pop,str,cmp,vmrs,str,strb,bgt.n,adc.w,vadd.f64,add.w
subs,bx,vdiv.f64,bne.n,ldr,lsrs,vmov,cmp,vadd.f64,str
mov,vmul.f64,vcvt.f64.s32,vsub.f64,str,orr.w,adds,sbcs.w,vsub.f64,bx
cmp,add,vdiv.f64,vcmp.f64,ldr,strb.w,cmp,mov,vadd.f64,vadd.f32
bne.n,bl,vcvt.f64.s32,vmrs,str,ldr.w,vcvt.f64.s32,mov,vadd.f64,umull
adds,movw,vdiv.f64,bne.n,ldr,mov,vmul.f64,mov,vcmp.f64,subs
pop,movt,vcvt.f64.s32,vcmp.f64,str,lsrs,vdiv.f64,bge.n,vmrs,add.w
subs,push,vdiv.f64,vmrs,str,orr.w,vadd.f64,adds,beq.w,lsrs
mov,movw,vcvt.f64.s32,bne.n,str,strb.w,beq.n,mov,add.w,orr.w
cmp,ldmia.w,vdiv.f64,vsub.f64,bl,lsrs,vsub.f64,adc.w,add.w,rsb
bne.n,movw,vcvt.f64.s32,vcmp.f64,push,ldr.w,vabs.f64,cmp,vpop,umull
adds,uxth,vdiv.f64,vmrs,cmp,orr.w,vcmpe.f64,sbcs.w,pop,blx
pop,lsrs,vcvt.f64.s32,bne.n,sub,ldr,vmov.f64,mov,vadd.f64,add
subs,uxth,vdiv.f64,vcmp.f64,ldrh.w,strb,vmrs,mov,vcmpe.f64,add
mov,lsrs,vcvt.f64.s32,vmrs,ldrb.w,lsrs,bgt.n,mov,vmov.f64,ldr
cmp,mla,vadd.f64,bne.n,bgt.n,orr.w,vmov,bge.n,vmrs,vmov
bne.n,mla,vdiv.f64,vsub.f64,ldr,strb.w,adds,adds,vsub.f64,movw
adds,pop,vsub.f64,vcmp.f64,subs,ldr.w,cmp,mov,vmov.f64,movt
pop,str,vadd.f64,vmrs,str,lsrs,vcvt.f64.s32,adc.w,bmi.n,vmov.f32
subs,add.w,vsub.f64,beq.n,ldr,lsrs,vmul.f64,cmp,vsub.f64,push
mov,str,vadd.f64,vcmp.f64,str,lsrs,vdiv.f64,sbcs.w,vabs.f64,sub
cmp,bx,vsub.f64,vmrs,ldr,strb.w,vadd.f64,mov,vcmpe.f64,bic.w
bne.n,umull,vadd.f64,bne.n,str,ldr,beq.n,mov,vmov.f64,cmp
adds,subs,vsub.f64,vpop,ldr,ldr.w,vsub.f64,mov,vmrs,ble.n
pop,add.w,beq.n,vmov.f64,str,strb,vabs.f64,bge.n,ble.n,cmp.w
subs,lsrs,vsub.f64,vmov.f64,ldr,strb.w,vcmpe.f64,adds,vdiv.f64,blt.n
mov,orr.w,vabs.f64,bx,str,add.w,vmov.f64,mov,vadd.f64,beq.n
cmp,vadd.f64,vcmpe.f64,vadd.f64,str,cmp.w,vmrs,adc.w,blx,vsub.f32
bne.n,rsb,vmov.f64,vadd.f64,str,bne.n,bgt.n,cmp,add,add
adds,umull,vmrs,vmov.f64,bl,uxth,vmov,sbcs.w,add,pop
pop,blx,bgt.n,vmov.f64,push,lsrs,adds,mov,ldr,lsrs
subs,add,vmov,vmov.f64,cmp,uxth,cmp,mov,vcmp.f64,bic.w
mov,add,adds,vmov.f64,sub,lsrs,vcvt.f64.s32,mov,push,bic.w
cmp,ldr,adds,blx,ldrh.w,mla,vmul.f64,bge.n,vpush,vsub.f32
bne.n,push,vmov,add,ldrb.w,mov.w,vdiv.f64,adds,ldr,vmov.f32
adds,vpush,adds,add,bgt.n,mla,vadd.f64,mov,vmov.f64,blx
pop,vmov.f64,vmov,ldr,ldr,ldr.w,beq.n,adc.w,vmrs,add
subs,sub,adds,push,subs,lsrs,vsub.f64,cmp,add,add
mov,add,vmov,vpush,str,uxth,vabs.f64,sbcs.w,bls.n,ldr
cmp,bl,adds,sub,ldr,add.w,vcmpe.f64,mov,vmov.f64,vmov
bne.n,vmrs,vcvt.f64.s32,vmov.f64,str,mla,vmov.f64,mov,vpop,movw
adds,bic.w,vmov,vmov.f64,ldr,lsrs,vmrs,mov,ldmia.w,movt
pop,str,adds,blx,str,uxth,bgt.n,bge.n,b.w,vmov.f32
subs,bic.w,vmov,add,ldr,mov.w,vmov,adds,vmov,push
mov,vmsr,mov,add,str,mov.w,adds,mov,push,sub
cmp,movs,vmov,ldr,ldr,mla,cmp,adc.w,vpush,bic.w
bne.n,bx,adds,vmov,str,mov.w,vcvt.f64.s32,cmp,vmov.f64,cmp
adds,movs,adds,and.w,str,mov,vmul.f64,sbcs.w,subw,ble.n
pop,bl,vmov,bx,str,add.w,vdiv.f64,mov,cmp.w,cmp.w
subs,cmp.w,cmp,vmov.f64,bl,orr.w,vadd.f64,mov,mov,blt.n
mov,beq.n,vdiv.f64,mov,push,ldr,beq.n,mov,blt.w,beq.n
cmp,ble.n,vcvt.f64.s32,bl,cmp,strb,vsub.f64,bge.n,movw,vsub.f32
bne.n,cmp,vdiv.f64,vmov,sub,lsrs,vabs.f64,adds,movt,add
adds,bne.n,vcvt.f64.s32,push,ldrh.w,orr.w,vcmpe.f64,mov,cmp,pop
pop,vmrs,vdiv.f64,movs,ldrb.w,strb.w,vmov.f64,adc.w,it,vsub.f32
subs,bic.w,vcvt.f64.s32,movt,bgt.n,ldr.w,vmrs,cmp,bgt.w,vmul.f32
mov,orrs,vdiv.f64,bic.w,ldr,mov,bgt.n,sbcs.w,movgt,vmov.f32
cmp,vmsr,vcvt.f64.s32,ubfx,subs,lsrs,vmov,mov,ldr.w,blx
bne.n,movs,vdiv.f64,orrs,str,orr.w,adds,mov,add,add
adds,bx,vcvt.f64.s32,lsrs,ldr,strb.w,cmp,mov,vldr,add
pop,vmov,vdiv.f64,lsls,str,lsrs,vcvt.f64.s32,bge.n,vsub.f64,ldr
subs,movw,vcvt.f64.s32,orrs.w,ldr,ldr.w,vmul.f64,adds,vcmpe.f64,vmov
mov,movt,vdiv.f64,it,str,orr.w,vdiv.f64,mov,vmrs,movw
cmp,bic.w,vcvt.f64.s32,bne.n,ldr,ldr,vadd.f64,adc.w,it,movt
bne.n,mov,vadd.f64,cbnz,str,strb,beq.n,cmp,bmi.n,vmov.f32
adds,cmp,vdiv.f64,cmp,ldr,lsrs,vsub.f64,sbcs.w,vmovmi.f64,push
pop,ble.n,vsub.f64,it,str,orr.w,vabs.f64,mov,ldr.w,sub
subs,movw,vadd.f64,bne.n,str,strb.w,vcmpe.f64,mov,add,bic.w
mov,movt,vsub.f64,rsbsne,str,ldr.w,vmov.f64,mov,vldr,cmp
cmp,cmp,vadd.f64,it,bl,lsrs,vmrs,bge.n,vcmpe.f64,ble.n
bne.n,bgt.n,vsub.f64,movcc,push,lsrs,bgt.n,adds,vmrs,cmp.w
adds,movw,vadd.f64,b.n,cmp,lsrs,vmov,mov,ble.w,blt.n
pop,movt,vsub.f64,pop,sub,strb.w,adds,adc.w,ubfx,beq.n
subs,cmp,beq.n,bx,ldrh.w,ldr,cmp,cmp,asrs,vsub.f32
mov,ble.n,vsub.f64,vmov.f64,ldrb.w,ldr.w,vcvt.f64.s32,sbcs.w,orr.w,add
cmp,movw,vabs.f64,mov,bgt.n,strb,vmul.f64,mov,subw,pop
bne.n,movt,vcmpe.f64,bl,ldr,strb.w,vdiv.f64,mov,orr.w,subs
adds,cmp,vmov.f64,vmov,subs,add.w,vadd.f64,mov,adds,vdiv.f32
pop,bgt.w,vmrs,push,str,cmp.w,beq.n,bge.n,ldr.w,bne.n
subs,movw,bgt.n,movs,ldr,bne.n,vsub.f64,adds,vmov,vadd.f32
mov,movt,vmov,movt,str,uxth,vabs.f64,mov,add,add
cmp,cmp,adds,bic.w,ldr,lsrs,vcmpe.f64,adc.w,vldr,eors
bne.n,bgt.w,adds,ubfx,str,uxth,vmov.f64,cmp,vcmpe.f64,movw
adds,movw,vmov,orrs,ldr,lsrs,vmrs,sbcs.w,vmrs,lsrs
pop,movt,adds,lsrs,str,mla,bgt.n,mov,bgt.w,movt
subs,cmp,vmov,lsls,ldr,mov.w,vmov,mov,ldr.w,rsb
mov,bgt.w,adds,orrs.w,str,mla,adds,mov,vmov.f64,eor.w
cmp,movw,vmov,it,str,ldr.w,cmp,bge.n,ldr.w,mvns
bne.n,movt,adds,bne.n,str,lsrs,vcvt.f64.s32,adds,add,add.w
adds,cmp,vcvt.f64.s32,cbnz,bl,uxth,vmul.f64,mov,vldr,rsb
pop,ble.w,vmov,cmp,push,add.w,vdiv.f64,adc.w,add,adds
subs,vmov.f64,adds,it,cmp,mla,vadd.f64,cmp,ldr.w,sub.w
mov,add,vmov,bne.n,sub,lsrs,beq.n,sbcs.w,vadd.f64,umull
cmp,add,mov,rsbsne,ldrh.w,uxth,vsub.f64,mov,add.w,vmul.f32
bne.n,bl,vmov,it,ldrb.w,mov.w,vabs.f64,mov,vmov,umull
adds,ldr,adds,movcc,bgt.n,mov.w,vcmpe.f64,mov,add,lsrs
pop,vldr,adds,b.n,ldr,mla,vmov.f64,bge.n,vmov,lsls
subs,stmdb,vmov,pop,subs,mov.w,vmrs,adds,ldr.w,orr.w
mov,vpush,cmp,bx,str,mov,bgt.n,mov,vcvt.f64.s32,mov.w
cmp,add,vdiv.f64,vabs.f64,ldr,add.w,vmov,adc.w,add,mov.w
bne.n,vldr,vcvt.f64.s32,cmp,str,orr.w,adds,cmp,vldr,orr.w
adds,vmul.f64,vdiv.f64,ble.w,ldr,ldr,cmp,sbcs.w,ldr.w,vsub.f32
pop,ldr,vcvt.f64.s32,beq.n,str,strb,vcvt.f64.s32,mov,add,vdiv.f32
subs,ldr,vdiv.f64,cmp,ldr,lsrs,vmul.f64,mov,vldr,vdiv.f32
mov,movw,vcvt.f64.s32,beq.n,str,orr.w,vdiv.f64,mov,ldr.w,vmov.f32
cmp,add,vdiv.f64,vldr,ldr,strb.w,vadd.f64,bge.n,vstr,vadd.f32
