cmp,add,vdiv.f64,vcmp.f64,ldr,strb.w,cmp,mov,vadd.f64,vadd.f32,movs,vmov,bne.n,and.w,bl,subs
bne.n,bl,vcvt.f64.s32,vmrs,str,ldr.w,vcvt.f64.s32,mov,vadd.f64,umull,bx,strd,eor.w,eor.w,vmrs,tst.w
adds,movw,vdiv.f64,bne.n,ldr,mov,vmul.f64,mov,vcmp.f64,subs,movs,vadd.f64,movs,and.w,adds,mov.w
pop,movt,vcvt.f64.s32,vcmp.f64,str,lsrs,vdiv.f64,bge.n,vmrs,add.w,bl,bne.n,adds,eor.w,movw,ite
subs,push,vdiv.f64,vmrs,str,orr.w,vadd.f64,adds,beq.w,lsrs,cmp.w,bl,mov,and.w,movt,mov
mov,movw,vcvt.f64.s32,bne.n,str,strb.w,beq.n,mov,add.w,orr.w,beq.n,push,eor.w,and.w,and.w,andseq.w
cmp,ldmia.w,vdiv.f64,vsub.f64,bl,lsrs,vsub.f64,adc.w,add.w,rsb,ble.n,movw,eor.w,mov.w,beq.n,eorne.w
bne.n,movw,vcvt.f64.s32,vcmp.f64,push,ldr.w,vabs.f64,cmp,vpop,umull,cmp,movt,eor.w,and.w,adds,bne.n
adds,uxth,vdiv.f64,vmrs,cmp,orr.w,vcmpe.f64,sbcs.w,pop,blx,bne.n,movw,eor.w,orr.w,iteee,eor.w
pop,lsrs,vcvt.f64.s32,bne.n,sub,ldr,vmov.f64,mov,vadd.f64,add,vmrs,movw,adds,eor.w,ldr,subs
subs,uxth,vdiv.f64,vcmp.f64,ldrh.w,strb,vmrs,mov,vcmpe.f64,add,bic.w,movs,adc.w,and.w,movweq,tst.w
mov,lsrs,vcvt.f64.s32,vmrs,ldrb.w,lsrs,bgt.n,mov,vmov.f64,ldr,orrs,ldr,adds,and.w,movtne,mov.w
cmp,mla,vadd.f64,bne.n,bgt.n,orr.w,vmov,bge.n,vmrs,vmov,vmsr,ldr,adcs,eor.w,itt,ite
bne.n,mla,vdiv.f64,vsub.f64,ldr,strb.w,adds,adds,vsub.f64,movw,movs,uxth,cmp.w,eor.w,andne,mov
adds,pop,vsub.f64,vcmp.f64,subs,ldr.w,cmp,mov,vmov.f64,movt,bx,lsrs,bne.n,and.w,orrne,andseq.w
pop,str,vadd.f64,vmrs,str,lsrs,vcvt.f64.s32,adc.w,bmi.n,vmov.f32,vmov,uxth,eor.w,eors,vmsr,eorne.w
subs,add.w,vsub.f64,beq.n,ldr,lsrs,vmul.f64,cmp,vsub.f64,push,vmov.f64,lsrs,movs,eors,adds,bne.n
mov,str,vadd.f64,vcmp.f64,str,lsrs,vdiv.f64,sbcs.w,vabs.f64,sub,bic.w,mla,adds,orr.w,beq.n,eor.w
cmp,bx,vsub.f64,vmrs,ldr,strb.w,vadd.f64,mov,vcmpe.f64,bic.w,cmp.w,mla,mov,and.w,movs,subs
bne.n,umull,vadd.f64,bne.n,str,ldr,beq.n,mov,vmov.f64,cmp,blt.n,uxth.w,eor.w,eor.w,bx,tst.w
adds,subs,vsub.f64,vpop,ldr,ldr.w,vsub.f64,mov,vmrs,ble.n,movw,lsrs,eor.w,eor.w,and.w,mov.w
pop,add.w,beq.n,vmov.f64,str,strb,vabs.f64,bge.n,ble.n,cmp.w,movt,add.w,eor.w,orr.w,bl,ite
subs,lsrs,vsub.f64,vmov.f64,ldr,strb.w,vcmpe.f64,adds,vdiv.f64,blt.n,cmp,mla,eor.w,eors,sub,moveq
mov,orr.w,vabs.f64,bx,str,add.w,vmov.f64,mov,vadd.f64,beq.n,bgt.n,uxth,adds,and.w,movw,ands.w
cmp,vadd.f64,vcmpe.f64,vadd.f64,str,cmp.w,vmrs,adc.w,blx,vsub.f32,movw,lsrs,adc.w,orr.w,movt,eorne.w
bne.n,rsb,vmov.f64,vadd.f64,str,bne.n,bgt.n,cmp,add,add,movt,mla,adds,and.w,mov.w,bne.n
adds,umull,vmrs,vmov.f64,bl,uxth,vmov,sbcs.w,add,pop,cmp,mov,adcs,orr.w,str,eor.w
pop,blx,bgt.n,vmov.f64,push,lsrs,adds,mov,ldr,lsrs,bgt.n,str,cmp.w,orr.w,movw,subs
subs,add,vmov,vmov.f64,cmp,uxth,cmp,mov,vcmp.f64,bic.w,movw,add.w,bne.n,ldmia.w,movt,tst.w
mov,add,adds,vmov.f64,sub,lsrs,vcvt.f64.s32,mov,push,bic.w,movt,orr.w,eor.w,mov.w,str,mov.w
cmp,ldr,adds,blx,ldrh.w,mla,vmul.f64,bge.n,vpush,vsub.f32,cmp,str,movs,orr.w,mov.w,ite
bne.n,push,vmov,add,ldrb.w,mov.w,vdiv.f64,adds,ldr,vmov.f32,bgt.w,mov,adds,mov,str,moveq
adds,vpush,adds,add,bgt.n,mla,vadd.f64,mov,vmov.f64,blx,movw,pop,mov,and.w,lsls,ands.w
pop,vmov.f64,vmov,ldr,ldr,ldr.w,beq.n,adc.w,vmrs,add,movt,bl,eor.w,bl,mov.w,eorne.w
subs,sub,adds,push,subs,lsrs,vsub.f64,cmp,add,add,cmp,orrs.w,eor.w,lsrs,str,bne.n
mov,add,vmov,vpush,str,uxth,vabs.f64,sbcs.w,bls.n,ldr,bgt.w,it,eor.w,lsrs,mov.w,eor.w
cmp,bl,adds,sub,ldr,add.w,vcmpe.f64,mov,vmov.f64,vmov,movw,push,eor.w,stmdb,str,subs
bne.n,vmrs,vcvt.f64.s32,vmov.f64,str,mla,vmov.f64,mov,vpop,movw,movt,moveq.w,adds,lsrs,movt,tst.w
adds,bic.w,vmov,vmov.f64,ldr,lsrs,vmrs,mov,ldmia.w,movt,cmp,b.n,adc.w,and.w,mov.w,mov.w
pop,str,adds,blx,str,uxth,bgt.n,bge.n,b.w,vmov.f32,ble.w,mov.w,adds,and.w,str,ite
subs,bic.w,vmov,add,ldr,mov.w,vmov,adds,vmov,push,vmov.f64,add.w,adcs,and.w,str,mov
mov,vmsr,mov,add,str,mov.w,adds,mov,push,sub,add,movs.w,cmp.w,eor.w,bpl.n,andseq.w
cmp,movs,vmov,ldr,ldr,mla,cmp,adc.w,vpush,bic.w,add,beq.w,bne.n,and.w,lsls,eorne.w
bne.n,bx,adds,vmov,str,mov.w,vcvt.f64.s32,cmp,vmov.f64,cmp,bl,mov.w,eor.w,eor.w,bpl.n,bne.n
adds,movs,adds,and.w,str,mov,vmul.f64,sbcs.w,subw,ble.n,ldr,movs.w,movs,and.w,lsls,cmp
pop,bl,vmov,bx,str,add.w,vdiv.f64,mov,cmp.w,cmp.w,vldr,it,adds,and.w,bpl.n,bne.n
subs,cmp.w,cmp,vmov.f64,bl,orr.w,vadd.f64,mov,mov,blt.n,stmdb,addne,mov,mov.w,lsls,ldrb.w
mov,beq.n,vdiv.f64,mov,push,ldr,beq.n,mov,blt.w,beq.n,vpush,movs.w,eor.w,and.w,bpl.n,movs
cmp,ble.n,vcvt.f64.s32,bl,cmp,strb,vsub.f64,bge.n,movw,vsub.f32,add,it,eor.w,orr.w,lsls,eor.w
bne.n,cmp,vdiv.f64,vmov,sub,lsrs,vabs.f64,adds,movt,add,vldr,addne,eor.w,eor.w,bpl.n,subs
adds,bne.n,vcvt.f64.s32,push,ldrh.w,orr.w,vcmpe.f64,mov,cmp,pop,vmul.f64,add.w,eor.w,and.w,vldr,tst.w
pop,vmrs,vdiv.f64,movs,ldrb.w,strb.w,vmov.f64,adc.w,it,vsub.f32,ldr,rsb,adds,and.w,vldr,mov.w
subs,bic.w,vcvt.f64.s32,movt,bgt.n,ldr.w,vmrs,cmp,bgt.w,vmul.f32,ldr,lsl.w,adc.w,eor.w,vdiv.f32,ite
mov,orrs,vdiv.f64,bic.w,ldr,mov,bgt.n,sbcs.w,movgt,vmov.f32,movw,lsr.w,adds,eor.w,vmrs,moveq
cmp,vmsr,vcvt.f64.s32,ubfx,subs,lsrs,vmov,mov,ldr.w,blx,add,lsl.w,adcs,and.w,movs,ands.w
bne.n,movs,vdiv.f64,orrs,str,orr.w,adds,mov,add,add,vldr,orr.w,cmp.w,eors,add,eorne.w
adds,bx,vcvt.f64.s32,lsrs,ldr,strb.w,cmp,mov,vldr,add,add,lsr.w,bne.n,eors,bx,bne.n
pop,vmov,vdiv.f64,lsls,str,lsrs,vcvt.f64.s32,bge.n,vsub.f64,ldr,vldr,add,eor.w,orr.w,movs,eor.w
subs,movw,vcvt.f64.s32,orrs.w,ldr,ldr.w,vmul.f64,adds,vcmpe.f64,vmov,vmov,b.n,movs,and.w,pop,subs
mov,movt,vdiv.f64,it,str,orr.w,vdiv.f64,mov,vmrs,movw,movt,cmp.w,adds,eor.w,vmov.f64,tst.w
cmp,bic.w,vcvt.f64.s32,bne.n,ldr,ldr,vadd.f64,adc.w,it,movt,ldr.w,bcc.n,mov,eor.w,add,mov.w
bne.n,mov,vadd.f64,cbnz,str,strb,beq.n,cmp,bmi.n,vmov.f32,sub,cmp.w,eor.w,orr.w,vpop,ite
adds,cmp,vdiv.f64,cmp,ldr,lsrs,vsub.f64,sbcs.w,vmovmi.f64,push,add,bcc.n,eor.w,eors,pop,moveq
pop,ble.n,vsub.f64,it,str,orr.w,vabs.f64,mov,ldr.w,sub,add.w,lsrs,eor.w,and.w,vstr,ands.w
subs,movw,vadd.f64,bne.n,str,strb.w,vcmpe.f64,mov,add,bic.w,add,movs.w,eor.w,orr.w,vmov.f64,eorne.w
mov,movt,vsub.f64,rsbsne,str,ldr.w,vmov.f64,mov,vldr,cmp,vstr,mov.w,adds,and.w,bl,bne.n
cmp,cmp,vadd.f64,it,bl,lsrs,vmrs,bge.n,vcmpe.f64,ble.n,mov,add.w,adc.w,orr.w,push,eor.w
bne.n,bgt.n,vsub.f64,movcc,push,lsrs,bgt.n,adds,vmrs,cmp.w,mov,mov.w,adds,orr.w,vpush,subs
adds,movw,vadd.f64,b.n,cmp,lsrs,vmov,mov,ble.w,blt.n,vmul.f64,cmn.w,adcs,ldmia.w,vmov.f64,tst.w
pop,movt,vsub.f64,pop,sub,strb.w,adds,adc.w,ubfx,beq.n,vsub.f64,bcs.w,cmp.w,adds,sub,mov.w
subs,cmp,beq.n,bx,ldrh.w,ldr,cmp,cmp,asrs,vsub.f32,vsub.f64,cmp.w,bne.n,cmp.w,add,ite
mov,ble.n,vsub.f64,vmov.f64,ldrb.w,ldr.w,vcvt.f64.s32,sbcs.w,orr.w,add,vmov,it,eor.w,orr.w,bl,mov
cmp,movw,vabs.f64,mov,bgt.n,strb,vmul.f64,mov,subw,pop,vsub.f64,adcs.w,movs,orr.w,vmrs,andseq.w
bne.n,movt,vcmpe.f64,bl,ldr,strb.w,vdiv.f64,mov,orr.w,subs,ubfx,adceq.w,adds,add,bic.w,eorne.w
adds,cmp,vmov.f64,vmov,subs,add.w,vadd.f64,mov,adds,vdiv.f32,sub.w,orr.w,mov,bne.n,str,bne.n
pop,bgt.w,vmrs,push,str,cmp.w,beq.n,bge.n,ldr.w,bne.n,smull,pop,eor.w,ubfx,bic.w,eor.w
subs,movw,bgt.n,movs,ldr,bne.n,vsub.f64,adds,vmov,vadd.f32,asrs,subs,eor.w,bl,vmsr,subs
mov,movt,vmov,movt,str,uxth,vabs.f64,mov,add,add,rsb,vmov,eor.w,lsrs,movs,tst.w
cmp,cmp,adds,bic.w,ldr,lsrs,vcmpe.f64,adc.w,vldr,eors,bic.w,strd,eor.w,lsrs,bx,mov.w
bne.n,bgt.w,adds,ubfx,str,uxth,vmov.f64,cmp,vcmpe.f64,movw,add.w,vadd.f64,adds,stmdb,movs,ite
adds,movw,vmov,orrs,ldr,lsrs,vmrs,sbcs.w,vmrs,lsrs,add.w,bne.n,adc.w,lsrs,bl,moveq
pop,movt,adds,lsrs,str,mla,bgt.n,mov,bgt.w,movt,sub.w,bl,adds,and.w,cmp.w,ands.w
subs,cmp,vmov,lsls,ldr,mov.w,vmov,mov,ldr.w,rsb,vmov,push,adcs,and.w,beq.n,eorne.w
mov,bgt.w,adds,orrs.w,str,mla,adds,mov,vmov.f64,eor.w,vldmia,movw,cmp.w,and.w,ble.n,bne.n
cmp,movw,vmov,it,str,ldr.w,cmp,bge.n,ldr.w,mvns,vmul.f64,movt,bne.n,eor.w,cmp,eor.w
bne.n,movt,adds,bne.n,str,lsrs,vcvt.f64.s32,adds,add,add.w,vmul.f64,movw,eor.w,and.w,bne.n,subs
adds,cmp,vcvt.f64.s32,cbnz,bl,uxth,vmul.f64,mov,vldr,rsb,vstmia,movw,movs,eor.w,vmrs,tst.w
pop,ble.w,vmov,cmp,push,add.w,vdiv.f64,adc.w,add,adds,cmp,movs,adds,and.w,bic.w,mov.w
subs,vmov.f64,adds,it,cmp,mla,vadd.f64,cmp,ldr.w,sub.w,vmul.f64,ldr,mov,and.w,orrs,ite
mov,add,vmov,bne.n,sub,lsrs,beq.n,sbcs.w,vadd.f64,umull,bne.n,ldr,eor.w,mov.w,vmsr,mov
cmp,add,mov,rsbsne,ldrh.w,uxth,vsub.f64,mov,add.w,vmul.f32,vldmia,uxth,eor.w,and.w,movs,andseq.w
bne.n,bl,vmov,it,ldrb.w,mov.w,vabs.f64,mov,vmov,umull,vmul.f64,lsrs,eor.w,orr.w,bx,eorne.w
adds,ldr,adds,movcc,bgt.n,mov.w,vcmpe.f64,mov,add,lsrs,vmul.f64,uxth,eor.w,eor.w,vmov,bne.n
pop,vldr,adds,b.n,ldr,mla,vmov.f64,bge.n,vmov,lsls,vstmia,lsrs,adds,and.w,vmov.f64,eor.w
subs,stmdb,vmov,pop,subs,mov.w,vmrs,adds,ldr.w,orr.w,cmp,mla,adc.w,and.w,bic.w,subs
mov,vpush,cmp,bx,str,mov,bgt.n,mov,vcvt.f64.s32,mov.w,vmul.f64,mla,adds,eor.w,cmp.w,tst.w
cmp,add,vdiv.f64,vabs.f64,ldr,add.w,vmov,adc.w,add,mov.w,bne.n,uxth.w,adcs,eor.w,blt.n,mov.w
bne.n,vldr,vcvt.f64.s32,cmp,str,orr.w,adds,cmp,vldr,orr.w,vldmia,lsrs,cmp.w,and.w,movw,ite
adds,vmul.f64,vdiv.f64,ble.w,ldr,ldr,cmp,sbcs.w,ldr.w,vsub.f32,vmul.f64,add.w,bne.n,eors,movt,mov
pop,ldr,vcvt.f64.s32,beq.n,str,strb,vcvt.f64.s32,mov,add,vdiv.f32,vmul.f64,mla,eor.w,eors,cmp,andseq.w
subs,ldr,vdiv.f64,cmp,ldr,lsrs,vmul.f64,mov,vldr,vdiv.f32,vstmia,uxth,movs,orr.w,bgt.n,eorne.w
mov,movw,vcvt.f64.s32,beq.n,str,orr.w,vdiv.f64,mov,ldr.w,vmov.f32,cmp,lsrs,adds,and.w,movw,bne.n
cmp,add,vdiv.f64,vldr,ldr,strb.w,vadd.f64,bge.n,vstr,vadd.f32,vmul.f64,mla,mov,eor.w,movt,eor.w
bne.n,vldr,vcvt.f64.s32,vldr,str,ldr.w,beq.n,adds,add,blx,bne.n,mov,eor.w,eor.w,cmp,subs
adds,add,vdiv.f64,b.n,str,mov,vsub.f64,mov,vldr,add,vldmia,str,eor.w,orr.w,bgt.n,tst.w
pop,vldr,vcvt.f64.s32,vmov.f64,str,lsrs,vabs.f64,adc.w,ldr.w,add,vmul.f64,add.w,eor.w,eors,vcmpe.f64,mov.w
subs,vmov,vdiv.f64,vmov.f64,bl,orr.w,vcmpe.f64,cmp,vmov.f64,ldr,vmul.f64,orr.w,eor.w,and.w,ldr,ite
mov,movt,vcvt.f64.s32,add,push,strb.w,vmov.f64,sbcs.w,vstr,vmov,vstmia,str,adds,orr.w,add,moveq
cmp,ldr.w,vdiv.f64,vpop,cmp,lsrs,vmrs,mov,vldr,movw,cmp,mov,adc.w,and.w,vldr,ands.w
bne.n,sub,vcvt.f64.s32,pop,sub,ldr.w,bgt.n,mov,add,movt,vmul.f64,pop,adds,orr.w,vmrs,eorne.w
adds,add,vadd.f64,vmov.f64,ldrh.w,orr.w,vmov,mov,vldr,vmov.f32,bne.n,bl,adcs,orr.w,it,bne.n
pop,add.w,vdiv.f64,vmov.f64,ldrb.w,ldr,adds,bge.n,ldr.w,push,vldmia,orrs.w,cmp.w,ldmia.w,vnegle.f64,eor.w
subs,add,vsub.f64,vadd.f64,bgt.n,strb,cmp,adds,ldr.w,sub,vmul.f64,it,bne.n,mov,ble.n,subs
mov,vstr,vadd.f64,vadd.f64,ldr,lsrs,vcvt.f64.s32,mov,add,bic.w,vmul.f64,push,eor.w,ubfx,vsub.f64,tst.w
cmp,mov,vsub.f64,vadd.f64,subs,orr.w,vmul.f64,adc.w,vldr,cmp,vstmia,moveq.w,movs,bl,ldr,mov.w
bne.n,mov,vadd.f64,vadd.f64,str,strb.w,vdiv.f64,cmp,add,ble.n,cmp,b.n,adds,lsrs,vldr,ite
adds,vmul.f64,vsub.f64,bl,ldr,ldr.w,vadd.f64,sbcs.w,addw,cmp.w,vmul.f64,mov.w,mov,lsrs,add,moveq
pop,vsub.f64,vadd.f64,vabs.f64,str,lsrs,beq.n,mov,ubfx,blt.n,bne.n,add.w,eor.w,stmdb,vldr,ands.w
subs,vsub.f64,vsub.f64,vabs.f64,ldr,lsrs,vsub.f64,mov,sub.w,beq.n,vldmia,movs.w,eor.w,lsrs,vadd.f64,eorne.w
mov,vmov,beq.n,vcmpe.f64,str,lsrs,vabs.f64,mov,add.w,vsub.f32,vmul.f64,beq.w,eor.w,and.w,vmul.f64,bne.n
cmp,vsub.f64,vsub.f64,vmrs,ldr,strb.w,vcmpe.f64,bge.n,vldr,add,vmul.f64,mov.w,eor.w,and.w,vstr,cmp
bne.n,ubfx,vabs.f64,bpl.n,str,ldr,vmov.f64,adds,vmla.f64,pop,vstmia,movs.w,adds,and.w,vsub.f64,bne.n
adds,sub.w,vcmpe.f64,vdiv.f64,ldr,ldr.w,vmrs,mov,add.w,vadd.f32,cmp,it,adc.w,eor.w,vadd.f64,ldrb.w
pop,smull,vmov.f64,vmov.f64,str,strb,bgt.n,adc.w,vmov,vmul.f32,vmul.f64,addne,adds,and.w,vcmpe.f64,movs
subs,asrs,vmrs,vmov.f64,str,strb.w,vmov,cmp,vldr,vadd.f32,bne.n,movs.w,adcs,eor.w,vstr,eor.w
mov,rsb,bgt.n,vmov.f64,str,add.w,adds,sbcs.w,vldr,bl,ldr,it,cmp.w,and.w,vmrs,subs
cmp,bic.w,vmov,vmla.f64,bl,cmp.w,cmp,mov,vmov,movw,add.w,addne,bne.n,and.w,bpl.w,tst.w
bne.n,add.w,adds,vmla.f64,push,bne.n,vcvt.f64.s32,mov,vcvt.f64.s32,movt,mov,add.w,eor.w,mov.w,ldr,mov.w
adds,add.w,adds,vmls.f64,cmp,uxth,vmul.f64,mov,vcmpe.f64,push,vldr,rsb,movs,and.w,add,ite
pop,sub.w,vmov,vdiv.f64,sub,lsrs,vdiv.f64,bge.n,vmrs,movw,add,lsl.w,adds,orr.w,vldr,mov
subs,vmov,adds,vdiv.f64,ldrh.w,uxth,vadd.f64,adds,ubfx,ldmia.w,vldr,lsr.w,mov,eor.w,ldr,andseq.w
mov,vldmia,vmov,b.n,ldrb.w,lsrs,beq.n,mov,sub.w,movw,vldr,lsl.w,eor.w,and.w,add,eorne.w
cmp,vmul.f64,adds,vcmp.f64,bgt.n,mla,vsub.f64,adc.w,vmov,uxth,vadd.f64,orr.w,eor.w,and.w,vldr,bne.n
bne.n,vmul.f64,vmov,vmrs,ldr,mov.w,vabs.f64,cmp,add.w,lsrs,vsub.f64,lsr.w,eor.w,eor.w,vmla.f64,eor.w
adds,vstmia,adds,bne.n,subs,mla,vcmpe.f64,sbcs.w,add.w,uxth,vsub.f64,add,eor.w,eor.w,ldr,subs
pop,cmp,vcvt.f64.s32,vcmp.f64,str,ldr.w,vmov.f64,mov,vldr,lsrs,vstmia,b.n,adds,and.w,add,tst.w
subs,vmul.f64,vmov,vmrs,ldr,lsrs,vmrs,mov,vstr,mla,cmp,cmp.w,adc.w,eors,vldr,mov.w
mov,bne.n,adds,beq.n,str,uxth,bgt.n,mov,vcvt.f64.s32,mla,vadd.f64,bcc.n,adds,eors,ldr,ite
cmp,vldmia,vmov,vcmp.f64,ldr,add.w,vmov,bge.n,vldr,pop,bne.n,cmp.w,adcs,orr.w,add,moveq
bne.n,vmul.f64,mov,vmrs,str,mla,adds,adds,vldr,str,vldr,bcc.n,cmp.w,and.w,vldr,ands.w
adds,vmul.f64,vmov,bne.n,ldr,lsrs,cmp,mov,vldr,add.w,vadd.f64,lsrs,bne.n,eor.w,ldr,eorne.w
pop,vstmia,adds,vsub.f64,str,uxth,vcvt.f64.s32,adc.w,vmla.f64,str,vsub.f64,movs.w,eor.w,eor.w,add,bne.n
subs,cmp,adds,vcmp.f64,ldr,mov.w,vmul.f64,cmp,vldr,bx,vsub.f64,mov.w,movs,orr.w,vldr,eor.w
mov,vmul.f64,vmov,vmrs,str,mov.w,vdiv.f64,sbcs.w,vmov.f64,vmov.f32,vstmia,add.w,adds,eors,vmla.f64,subs
cmp,bne.n,cmp,ite,str,mla,vadd.f64,mov,vmov.f64,vadd.f32,cmp,mov.w,mov,and.w,vmla.f64,tst.w
bne.n,vldmia,vdiv.f64,movne,str,mov.w,beq.n,mov,vmla.f64,vdiv.f32,vadd.f64,cmn.w,eor.w,orr.w,vmov.f64,mov.w
adds,vmul.f64,vcvt.f64.s32,cmp,bl,mov,vsub.f64,mov,vmul.f64,mul.w,bne.n,bcs.w,eor.w,and.w,vmla.f64,ite
pop,vmul.f64,vdiv.f64,bne.w,push,add.w,vabs.f64,bge.n,vmul.f64,bl,vldr,cmp.w,eor.w,orr.w,vmul.f64,moveq
subs,vstmia,vcvt.f64.s32,vcmp.f64,cmp,orr.w,vcmpe.f64,adds,vsub.f64,movw,vadd.f64,it,eor.w,orr.w,vnmls.f64,ands.w
mov,cmp,vdiv.f64,vmrs,sub,ldr,vmov.f64,mov,vmul.f64,movt,vsub.f64,adcs.w,adds,ldmia.w,vmov.f64,eorne.w
cmp,vmul.f64,vcvt.f64.s32,bne.w,ldrh.w,strb,vmrs,adc.w,vmla.f64,push,vsub.f64,adceq.w,adc.w,mov,vmla.f64,bne.n
bne.n,bne.n,vdiv.f64,vsub.f64,ldrb.w,lsrs,bgt.n,cmp,vmul.f64,movw,vstmia,orr.w,adds,ubfx,vldr,eor.w
adds,vldmia,vcvt.f64.s32,vcmp.f64,bgt.n,orr.w,vmov,sbcs.w,it,ldmia.w,cmp,pop,adcs,bl,vadd.f64,subs
pop,vmul.f64,vdiv.f64,vmrs,ldr,strb.w,adds,mov,vmla.f64,movw,vadd.f64,subs,cmp.w,lsrs,vsub.f64,tst.w
subs,vmul.f64,vcvt.f64.s32,bne.n,subs,ldr.w,cmp,mov,vaddmi.f64,uxth,bne.n,vmov,bne.n,lsrs,vadd.f64,mov.w
mov,vstmia,vdiv.f64,vcmp.f64,str,mov,vcvt.f64.s32,mov,vmul.f64,lsrs,add,strd,eor.w,stmdb,vldr,ite
cmp,cmp,vcvt.f64.s32,vmrs,ldr,lsrs,vmul.f64,bge.n,bmi.n,uxth,vldr,vadd.f64,movs,lsrs,vcmpe.f64,moveq
bne.n,vmul.f64,vdiv.f64,bne.n,str,orr.w,vdiv.f64,adds,vmov.f64,lsrs,mov,bne.n,adds,and.w,vmrs,ands.w
adds,bne.n,vcvt.f64.s32,vsub.f64,ldr,strb.w,vadd.f64,mov,vcmpe.f64,mla,vldmdb,bl,mov,and.w,ite,eorne.w
pop,vldmia,vadd.f64,vcmp.f64,str,lsrs,beq.n,adc.w,vmrs,mla,cmp,push,eor.w,and.w,vnmls.f64,bne.n
subs,vmul.f64,vdiv.f64,vmrs,ldr,ldr.w,vsub.f64,cmp,it,pop,vadd.f64,movw,eor.w,eor.w,vaddgt.f64,eor.w
mov,vmul.f64,vsub.f64,bne.n,str,orr.w,vabs.f64,sbcs.w,vnegmi.f64,str,bne.n,movt,eor.w,and.w,vcmple.f64,subs
cmp,vstmia,vadd.f64,vcmp.f64,ldr,ldr,vcmpe.f64,mov,bmi.n,add.w,vldmdb,movw,eor.w,eor.w,vmrs,tst.w
bne.n,cmp,vsub.f64,vmrs,str,strb,vmov.f64,mov,vcmpe.f64,str,cmp,movw,adds,and.w,beq.n,mov.w
adds,vmul.f64,vadd.f64,bne.n,str,lsrs,vmrs,mov,vmrs,bx,vadd.f64,movs,adc.w,and.w,add,ite
pop,bne.n,vsub.f64,vsub.f64,str,orr.w,bgt.n,bge.n,ite,eor.w,bne.n,ldr,adds,mov.w,bl,moveq
subs,vldmia,vadd.f64,vcmp.f64,bl,strb.w,vmov,adds,vsubgt.f64,bl,vldmdb,ldr,adcs,and.w,push,ands.w
mov,vmul.f64,vsub.f64,vmrs,push,ldr.w,adds,mov,vcmpe.f64,movw,cmp,uxth,cmp.w,orr.w,vmrs,eorne.w
cmp,vmul.f64,beq.n,beq.n,cmp,lsrs,cmp,adc.w,vaddle.f64,movt,vadd.f64,lsrs,bne.n,eor.w,bl,bne.n
bne.n,vstmia,vsub.f64,vcmp.f64,sub,lsrs,vcvt.f64.s32,cmp,vmrs,push,bne.n,uxth,eor.w,and.w,vmrs,eor.w
adds,cmp,vabs.f64,vmrs,ldrh.w,lsrs,vmul.f64,sbcs.w,vadd.f64,movw,vldmdb,lsrs,movs,and.w,adds,subs
pop,vmul.f64,vcmpe.f64,it,ldrb.w,strb.w,vdiv.f64,mov,it,ldmia.w,cmp,mla,adds,eor.w,movw,tst.w
subs,bne.n,vmov.f64,bne.n,bgt.n,ldr,vadd.f64,mov,bmi.n,movw,vadd.f64,mla,mov,eor.w,movt,mov.w
mov,ldr,vmrs,vmov.f64,ldr,ldr.w,beq.n,mov,vmovmi.f64,uxth,bne.n,uxth.w,eor.w,and.w,and.w,ite
cmp,add.w,bgt.n,vmoveq.f64,subs,strb,vsub.f64,bge.n,vcmpe.f64,lsrs,vldmdb,lsrs,eor.w,eors,beq.n,mov
bne.n,mov,vmov,bx,str,strb.w,vabs.f64,adds,vmrs,uxth,cmp,add.w,eor.w,eors,adds,andseq.w
adds,vldr,adds,vmov.f64,ldr,add.w,vcmpe.f64,mov,it,lsrs,vadd.f64,mla,eor.w,orr.w,iteee,eorne.w
pop,add,adds,vmov.f64,str,cmp.w,vmov.f64,adc.w,bmi.n,mla,bne.n,uxth,adds,and.w,ldr,bne.n
subs,vldr,vmov,vmov.f64,ldr,bne.n,vmrs,cmp,vmovmi.f64,mla,vldmdb,lsrs,adc.w,eor.w,movweq,eor.w
mov,vldr,adds,vmov.f64,str,uxth,bgt.n,sbcs.w,vcmpe.f64,pop,cmp,mla,adds,eor.w,movtne,subs
cmp,vadd.f64,vmov,vmov.f64,ldr,lsrs,vmov,mov,ldr,str,vadd.f64,mov,adcs,orr.w,itt,tst.w
bne.n,vsub.f64,adds,vmov.f64,str,uxth,adds,mov,add,add.w,bne.n,str,cmp.w,eors,andne,mov.w
adds,vsub.f64,vmov,bl,ldr,lsrs,cmp,mov,vldr,str,vldr,add.w,bne.n,and.w,orrne,ite
pop,vstmia,adds,vmov.f64,str,mla,vcvt.f64.s32,bge.n,ldr,bx,vsub.f64,orr.w,eor.w,orr.w,vmsr,mov
subs,cmp,vcvt.f64.s32,vpush,str,mov.w,vmul.f64,adds,vmrs,vmul.f32,vldr,str,movs,and.w,adds,andseq.w
mov,vadd.f64,vmov,vmul.f64,str,mla,vdiv.f64,mov,it,add,vmov,mov,adds,orr.w,beq.n,eorne.w
cmp,bne.n,adds,vmul.f64,bl,ldr.w,vadd.f64,adc.w,vsubgt.f64,bl,ldr,pop,mov,orr.w,movs,bne.n
bne.n,vldr,vmov,vmul.f64,push,lsrs,beq.n,cmp,add,movw,movw,bl,eor.w,ldmia.w,bx,eor.w
